Algorithm,Dataset,n_clusters,Alpha,Multiplo,Precision,Silhouette,Execution Time
Algoritmo Proposto,Trip Advisor,5,2.0999999999999996,0.5,,0.1273857301683802,4.48295783996582
Algoritmo Proposto,Trip Advisor,2,2.1999999999999997,0.5,,0.2842661688914445,1.7671525478363037
Algoritmo Proposto,Trip Advisor,3,2.1999999999999997,0.5,,0.2549899154309538,3.6746883392333984
Algoritmo Proposto,Trip Advisor,4,2.1999999999999997,0.5,,0.13786362234367286,5.265129327774048
Algoritmo Proposto,Trip Advisor,5,2.1999999999999997,0.5,,0.12771432307416436,7.43162989616394
Algoritmo Proposto,Trip Advisor,2,2.3,0.5,,0.2842661688914445,4.716322183609009
Algoritmo Proposto,Trip Advisor,3,2.3,0.5,,0.2549899154309538,4.6269752979278564
Algoritmo Proposto,Trip Advisor,4,2.3,0.5,,0.1384704252451003,5.78801703453064
Algoritmo Proposto,Trip Advisor,5,2.3,0.5,,0.12793357385015608,6.631562948226929
Algoritmo Proposto,Trip Advisor,2,2.3999999999999995,0.5,,0.2842661688914445,4.876101493835449
Algoritmo Proposto,Trip Advisor,3,2.3999999999999995,0.5,,0.25442869260814466,7.741185426712036
Algoritmo Proposto,Trip Advisor,4,2.3999999999999995,0.5,,0.1407614718917213,7.616971492767334
Algoritmo Proposto,Trip Advisor,5,2.3999999999999995,0.5,,0.13015032055528228,6.429309606552124
Algoritmo Proposto,Trip Advisor,2,2.4999999999999996,0.5,,0.2842661688914445,1.8534331321716309
Algoritmo Proposto,Trip Advisor,3,2.4999999999999996,0.5,,0.2549177583372112,2.869028329849243
Algoritmo Proposto,Trip Advisor,4,2.4999999999999996,0.5,,0.15728558511913943,5.8514721393585205
Algoritmo Proposto,Trip Advisor,5,2.4999999999999996,0.5,,0.1486273619656843,5.820045709609985
Algoritmo Proposto,Trip Advisor,2,2.5999999999999996,0.5,,0.2842661688914445,1.9428625106811523
Algoritmo Proposto,Trip Advisor,3,2.5999999999999996,0.5,,0.2549177583372112,3.6869301795959473
Algoritmo Proposto,Trip Advisor,4,2.5999999999999996,0.5,,0.1555762788222692,5.068216323852539
Algoritmo Proposto,Trip Advisor,5,2.5999999999999996,0.5,,0.1392203907622919,7.307223796844482
Algoritmo Proposto,Trip Advisor,2,2.6999999999999993,0.5,,0.2842661688914445,2.3625621795654297
Algoritmo Proposto,Trip Advisor,3,2.6999999999999993,0.5,,0.2549177583372112,4.089379549026489
Algoritmo Proposto,Trip Advisor,4,2.6999999999999993,0.5,,0.15627005482528325,7.226052284240723
Algoritmo Proposto,Trip Advisor,5,2.6999999999999993,0.5,,0.1409142547319664,8.733463048934937
Algoritmo Proposto,Trip Advisor,2,2.7999999999999994,0.5,,0.2842661688914445,3.247641086578369
Algoritmo Proposto,Trip Advisor,3,2.7999999999999994,0.5,,0.2549880197249485,3.3147780895233154
Algoritmo Proposto,Trip Advisor,4,2.7999999999999994,0.5,,0.15783410525171757,5.10221266746521
Algoritmo Proposto,Trip Advisor,5,2.7999999999999994,0.5,,0.1418897799894397,6.713658332824707
Algoritmo Proposto,Trip Advisor,2,2.8999999999999995,0.5,,0.2842661688914445,1.9895353317260742
Algoritmo Proposto,Trip Advisor,3,2.8999999999999995,0.5,,0.2549880197249485,3.617166042327881
Algoritmo Proposto,Trip Advisor,4,2.8999999999999995,0.5,,0.15689602412564965,6.887233734130859
Algoritmo Proposto,Trip Advisor,5,2.8999999999999995,0.5,,0.14104102317393136,7.585823059082031
Algoritmo Proposto,Trip Advisor,2,2.9999999999999996,0.5,,0.2842661688914445,4.564922571182251
Algoritmo Proposto,Trip Advisor,3,2.9999999999999996,0.5,,0.25578735183512474,5.11192774772644
Algoritmo Proposto,Trip Advisor,4,2.9999999999999996,0.5,,0.15666690163286856,5.397638559341431
Algoritmo Proposto,Trip Advisor,5,2.9999999999999996,0.5,,0.14068812821538873,7.775895833969116
Algoritmo Proposto,Trip Advisor,2,3.0999999999999996,0.5,,0.2614550170947104,3.2432491779327393
Algoritmo Proposto,Trip Advisor,3,3.0999999999999996,0.5,,0.25154452468309235,6.099217653274536
Algoritmo Proposto,Trip Advisor,4,3.0999999999999996,0.5,,0.12048627475615961,9.016446352005005
Algoritmo Proposto,Trip Advisor,5,3.0999999999999996,0.5,,0.09775151519679999,9.339745283126831
Algoritmo Proposto,Trip Advisor,2,3.1999999999999993,0.5,,0.2605470263117376,3.3914849758148193
Algoritmo Proposto,Trip Advisor,3,3.1999999999999993,0.5,,0.2500833067333553,6.01518177986145
Algoritmo Proposto,Trip Advisor,4,3.1999999999999993,0.5,,0.12887591676953447,6.902665853500366
Algoritmo Proposto,Trip Advisor,5,3.1999999999999993,0.5,,0.1208471517383309,10.017777442932129
Algoritmo Proposto,Trip Advisor,2,3.2999999999999994,0.5,,0.26354585854081536,2.995774507522583
Algoritmo Proposto,Trip Advisor,3,3.2999999999999994,0.5,,0.238734148580064,6.67848801612854
Algoritmo Proposto,Trip Advisor,4,3.2999999999999994,0.5,,0.12394727520015889,8.459049940109253
Algoritmo Proposto,Trip Advisor,5,3.2999999999999994,0.5,,0.11978436334157053,8.804961681365967
Algoritmo Proposto,Trip Advisor,2,3.3999999999999995,0.5,,0.27070771447449926,3.9607796669006348
Algoritmo Proposto,Trip Advisor,3,3.3999999999999995,0.5,,0.208031962565228,5.584576606750488
Algoritmo Proposto,Trip Advisor,4,3.3999999999999995,0.5,,0.10361895312673922,7.7198450565338135
Algoritmo Proposto,Trip Advisor,5,3.3999999999999995,0.5,,0.11839721043767334,8.706269264221191
Algoritmo Proposto,Trip Advisor,2,3.499999999999999,0.5,,0.16404151047014745,6.412390232086182
Algoritmo Proposto,Trip Advisor,3,3.499999999999999,0.5,,0.2285673037259853,10.029750108718872
Algoritmo Proposto,Trip Advisor,4,3.499999999999999,0.5,,0.11720913089926395,9.613975048065186
Algoritmo Proposto,Trip Advisor,5,3.499999999999999,0.5,,0.12480766375243944,10.59550666809082
Algoritmo Proposto,Trip Advisor,2,3.599999999999999,0.5,,0.1653826632803972,4.852391004562378
Algoritmo Proposto,Trip Advisor,3,3.599999999999999,0.5,,0.22743880067514016,6.249813795089722
Algoritmo Proposto,Trip Advisor,4,3.599999999999999,0.5,,0.11731106601489079,7.906278848648071
Algoritmo Proposto,Trip Advisor,5,3.599999999999999,0.5,,0.12366257002979135,9.728636741638184
Algoritmo Proposto,Trip Advisor,2,3.6999999999999993,0.5,,0.17053230056298735,4.826409816741943
Algoritmo Proposto,Trip Advisor,3,3.6999999999999993,0.5,,0.22715300981021622,6.708520412445068
Algoritmo Proposto,Trip Advisor,4,3.6999999999999993,0.5,,0.11828717901794382,7.931678533554077
Algoritmo Proposto,Trip Advisor,5,3.6999999999999993,0.5,,0.12267937410859506,10.045372009277344
Algoritmo Proposto,Trip Advisor,2,3.7999999999999994,0.5,,0.1765924507527641,4.749736309051514
Algoritmo Proposto,Trip Advisor,3,3.7999999999999994,0.5,,0.22333810799803241,6.630148649215698
Algoritmo Proposto,Trip Advisor,4,3.7999999999999994,0.5,,0.11519903523639852,7.98876690864563
Algoritmo Proposto,Trip Advisor,5,3.7999999999999994,0.5,,0.0914658511389064,7.840992450714111
Algoritmo Proposto,Trip Advisor,2,3.8999999999999995,0.5,,0.15875323520949397,2.7064576148986816
Algoritmo Proposto,Trip Advisor,3,3.8999999999999995,0.5,,0.2299004203926684,4.0279645919799805
Algoritmo Proposto,Trip Advisor,4,3.8999999999999995,0.5,,0.12286195559778477,5.024249315261841
Algoritmo Proposto,Trip Advisor,5,3.8999999999999995,0.5,,0.09084567661617116,5.770133972167969
Algoritmo Proposto,Trip Advisor,2,3.999999999999999,0.5,,0.16641309353261455,2.637707233428955
Algoritmo Proposto,Trip Advisor,3,3.999999999999999,0.5,,0.2230695479685886,3.6757209300994873
Algoritmo Proposto,Trip Advisor,4,3.999999999999999,0.5,,0.12281936929810658,4.7019171714782715
Algoritmo Proposto,Trip Advisor,5,3.999999999999999,0.5,,0.09957537398428205,12.33861255645752
Algoritmo Proposto,Trip Advisor,2,4.1,0.5,,0.14729482849148057,2.333289623260498
Algoritmo Proposto,Trip Advisor,3,4.1,0.5,,0.22465448451187334,3.7764720916748047
Algoritmo Proposto,Trip Advisor,4,4.1,0.5,,0.11781644236595502,6.431792974472046
Algoritmo Proposto,Trip Advisor,5,4.1,0.5,,0.07551139123664187,5.865549325942993
Algoritmo Proposto,Trip Advisor,2,4.199999999999999,0.5,,0.1677581763917012,3.3484818935394287
Algoritmo Proposto,Trip Advisor,3,4.199999999999999,0.5,,0.22073861269267625,4.506656885147095
Algoritmo Proposto,Trip Advisor,4,4.199999999999999,0.5,,0.11531786822560088,4.8281638622283936
Algoritmo Proposto,Trip Advisor,5,4.199999999999999,0.5,,0.09327301103806102,6.225173711776733
Algoritmo Proposto,Trip Advisor,2,4.299999999999999,0.5,,0.19334367156789178,2.627920150756836
Algoritmo Proposto,Trip Advisor,3,4.299999999999999,0.5,,0.2124509485350473,3.3197131156921387
Algoritmo Proposto,Trip Advisor,4,4.299999999999999,0.5,,0.11090826233450532,4.419789552688599
Algoritmo Proposto,Trip Advisor,5,4.299999999999999,0.5,,0.09081221977115257,12.124189138412476
Algoritmo Proposto,Trip Advisor,2,4.399999999999999,0.5,,0.107908331501432,2.3813390731811523
Algoritmo Proposto,Trip Advisor,3,4.399999999999999,0.5,,0.20443615388110695,3.8682050704956055
Algoritmo Proposto,Trip Advisor,4,4.399999999999999,0.5,,0.08478783222704053,4.49043869972229
Algoritmo Proposto,Trip Advisor,5,4.399999999999999,0.5,,0.07528287945944023,8.819799423217773
Algoritmo Proposto,Trip Advisor,2,4.499999999999999,0.5,,0.2782653703988708,3.725433588027954
Algoritmo Proposto,Trip Advisor,3,4.499999999999999,0.5,,0.13955009499810458,4.481262922286987
Algoritmo Proposto,Trip Advisor,4,4.499999999999999,0.5,,0.121381193597278,9.872934341430664
Algoritmo Proposto,Trip Advisor,5,4.499999999999999,0.5,,0.07155941530618586,12.0077383518219
Algoritmo Proposto,Trip Advisor,2,4.599999999999999,0.5,,0.2771593547811348,2.7615084648132324
Algoritmo Proposto,Trip Advisor,3,4.599999999999999,0.5,,0.13001748666628737,4.031347274780273
Algoritmo Proposto,Trip Advisor,4,4.599999999999999,0.5,,0.11575280490986203,10.192301034927368
Algoritmo Proposto,Trip Advisor,5,4.599999999999999,0.5,,0.10391722551195856,11.88831090927124
Algoritmo Proposto,Trip Advisor,2,4.699999999999999,0.5,,0.2757804276280938,2.5385544300079346
Algoritmo Proposto,Trip Advisor,3,4.699999999999999,0.5,,0.1408086604227979,3.797154426574707
Algoritmo Proposto,Trip Advisor,4,4.699999999999999,0.5,,0.12106535465992695,6.467043876647949
Algoritmo Proposto,Trip Advisor,5,4.699999999999999,0.5,,0.11788258976002737,12.540528774261475
Algoritmo Proposto,Trip Advisor,2,4.799999999999999,0.5,,0.11098682326432335,4.2862114906311035
Algoritmo Proposto,Trip Advisor,3,4.799999999999999,0.5,,0.10100602877748724,10.374948263168335
Algoritmo Proposto,Trip Advisor,4,4.799999999999999,0.5,,0.09282202808526452,14.025132417678833
Algoritmo Proposto,Trip Advisor,5,4.799999999999999,0.5,,0.07675709865918695,32.3709671497345
Algoritmo Proposto,Trip Advisor,2,4.899999999999999,0.5,,0.07822766495998455,3.6296303272247314
Algoritmo Proposto,Trip Advisor,3,4.899999999999999,0.5,,0.07375425189796803,10.34863805770874
Algoritmo Proposto,Trip Advisor,4,4.899999999999999,0.5,,0.07640826037208545,14.336928367614746
Algoritmo Proposto,Trip Advisor,5,4.899999999999999,0.5,,0.06684925091880091,29.441284656524658
Algoritmo Proposto,Trip Advisor,2,4.999999999999999,0.5,,0.1134856218650399,3.5836727619171143
Algoritmo Proposto,Trip Advisor,3,4.999999999999999,0.5,,0.054504360578647014,4.161765098571777
Algoritmo Proposto,Trip Advisor,4,4.999999999999999,0.5,,0.028289924196088813,5.9928059577941895
Algoritmo Proposto,Trip Advisor,5,4.999999999999999,0.5,,-0.007509956224011809,7.955141305923462
Algoritmo Proposto,Trip Advisor,2,5.099999999999999,0.5,,0.09777436882007624,3.201061725616455
Algoritmo Proposto,Trip Advisor,3,5.099999999999999,0.5,,0.08330871612956485,3.9533815383911133
Algoritmo Proposto,Trip Advisor,4,5.099999999999999,0.5,,0.051206984984357586,6.109784126281738
Algoritmo Proposto,Trip Advisor,5,5.099999999999999,0.5,,0.05008791512177534,11.633601665496826
Algoritmo Proposto,Trip Advisor,2,5.199999999999999,0.5,,0.12089554104599855,2.840266704559326
Algoritmo Proposto,Trip Advisor,3,5.199999999999999,0.5,,0.08453266368489998,3.7397873401641846
Algoritmo Proposto,Trip Advisor,4,5.199999999999999,0.5,,0.06713852754227398,5.810693025588989
Algoritmo Proposto,Trip Advisor,5,5.199999999999999,0.5,,0.003424355712165003,8.686094760894775
Algoritmo Proposto,Trip Advisor,2,5.299999999999999,0.5,,0.1286561019533865,3.214337110519409
Algoritmo Proposto,Trip Advisor,3,5.299999999999999,0.5,,0.1032062079795912,11.407980918884277
Algoritmo Proposto,Trip Advisor,4,5.299999999999999,0.5,,0.10237246144695789,26.910622596740723
Algoritmo Proposto,Trip Advisor,5,5.299999999999999,0.5,,0.05641034026917404,26.318546056747437
Algoritmo Proposto,Trip Advisor,2,5.399999999999999,0.5,,0.10470006860937392,2.640190601348877
Algoritmo Proposto,Trip Advisor,3,5.399999999999999,0.5,,0.06331120618870313,5.66904091835022
Algoritmo Proposto,Trip Advisor,4,5.399999999999999,0.5,,0.05446282410606101,6.917768716812134
Algoritmo Proposto,Trip Advisor,5,5.399999999999999,0.5,,0.04568935589950762,8.803605318069458
Algoritmo Proposto,Trip Advisor,2,5.499999999999999,0.5,,0.13344909298096724,3.2047529220581055
Algoritmo Proposto,Trip Advisor,3,5.499999999999999,0.5,,0.08274713862323274,3.930621385574341
Algoritmo Proposto,Trip Advisor,4,5.499999999999999,0.5,,0.03949897081109211,4.948689699172974
Algoritmo Proposto,Trip Advisor,5,5.499999999999999,0.5,,0.027594301825887135,26.0044002532959
Algoritmo Proposto,Trip Advisor,2,5.599999999999999,0.5,,0.1396503477690872,2.5743296146392822
Algoritmo Proposto,Trip Advisor,3,5.599999999999999,0.5,,0.06374137738390566,4.4961936473846436
Algoritmo Proposto,Trip Advisor,4,5.599999999999999,0.5,,0.04666418094832166,5.673296928405762
Algoritmo Proposto,Trip Advisor,5,5.599999999999999,0.5,,0.048213186616912596,7.50197172164917
Algoritmo Proposto,Trip Advisor,2,5.699999999999999,0.5,,0.13371771464982538,2.688786745071411
Algoritmo Proposto,Trip Advisor,3,5.699999999999999,0.5,,0.051532927010644894,8.610783338546753
Algoritmo Proposto,Trip Advisor,4,5.699999999999999,0.5,,0.04634167206594591,27.07455062866211
Algoritmo Proposto,Trip Advisor,5,5.699999999999999,0.5,,0.05835103237275983,42.364662170410156
Algoritmo Proposto,Trip Advisor,2,5.799999999999999,0.5,,0.155046386809946,2.5394790172576904
Algoritmo Proposto,Trip Advisor,3,5.799999999999999,0.5,,0.06967409777140711,7.778782844543457
Algoritmo Proposto,Trip Advisor,4,5.799999999999999,0.5,,0.04643433789282851,24.423102855682373
Algoritmo Proposto,Trip Advisor,5,5.799999999999999,0.5,,0.03155216875774144,31.72112798690796
Algoritmo Proposto,Trip Advisor,2,5.899999999999999,0.5,,0.15293183091978235,2.297640562057495
Algoritmo Proposto,Trip Advisor,3,5.899999999999999,0.5,,0.08281312847920903,24.709630250930786
Algoritmo Proposto,Trip Advisor,4,5.899999999999999,0.5,,0.0647779735574399,26.15060567855835
Algoritmo Proposto,Trip Advisor,5,5.899999999999999,0.5,,0.05627157442142846,34.64877772331238
Algoritmo Proposto,Trip Advisor,2,5.999999999999999,0.5,,0.10071771420645882,2.6768250465393066
Algoritmo Proposto,Trip Advisor,3,5.999999999999999,0.5,,0.08257594106276081,7.836635112762451
Algoritmo Proposto,Trip Advisor,4,5.999999999999999,0.5,,0.033505213573806175,8.201140642166138
Algoritmo Proposto,Trip Advisor,5,5.999999999999999,0.5,,0.044060037607843064,18.577317476272583
Algoritmo Proposto,Trip Advisor,2,6.099999999999999,0.5,,0.1529614787826835,2.2860734462738037
Algoritmo Proposto,Trip Advisor,3,6.099999999999999,0.5,,0.0630939776915328,7.816206932067871
Algoritmo Proposto,Trip Advisor,4,6.099999999999999,0.5,,0.04823340082969011,21.738213777542114
Algoritmo Proposto,Trip Advisor,5,6.099999999999999,0.5,,0.03052127165584456,42.56301212310791
Algoritmo Proposto,Trip Advisor,2,6.199999999999998,0.5,,0.1529614787826835,2.232905864715576
Algoritmo Proposto,Trip Advisor,3,6.199999999999998,0.5,,0.123130305094754,4.885668754577637
Algoritmo Proposto,Trip Advisor,4,6.199999999999998,0.5,,0.04282089266811763,8.037722826004028
Algoritmo Proposto,Trip Advisor,5,6.199999999999998,0.5,,0.04142110812636431,23.794420957565308
Algoritmo Proposto,Trip Advisor,2,6.299999999999999,0.5,,0.15240290425370187,2.244584083557129
Algoritmo Proposto,Trip Advisor,3,6.299999999999999,0.5,,0.11775081256733551,3.1232612133026123
Algoritmo Proposto,Trip Advisor,4,6.299999999999999,0.5,,0.03488836951171501,22.40391778945923
Algoritmo Proposto,Trip Advisor,5,6.299999999999999,0.5,,0.03316475907478542,23.758641719818115
Algoritmo Proposto,Trip Advisor,2,6.399999999999999,0.5,,0.14752536490394708,2.6736981868743896
Algoritmo Proposto,Trip Advisor,3,6.399999999999999,0.5,,0.05522730105038955,5.044995307922363
Algoritmo Proposto,Trip Advisor,4,6.399999999999999,0.5,,0.04760182742024765,7.795830726623535
Algoritmo Proposto,Trip Advisor,5,6.399999999999999,0.5,,0.03168153528419082,21.96378207206726
Algoritmo Proposto,Trip Advisor,2,6.499999999999998,0.5,,0.13853639553428812,2.315948486328125
Algoritmo Proposto,Trip Advisor,3,6.499999999999998,0.5,,0.045213673688287666,3.0363986492156982
Algoritmo Proposto,Trip Advisor,4,6.499999999999998,0.5,,0.04717329792215528,5.792097806930542
Algoritmo Proposto,Trip Advisor,5,6.499999999999998,0.5,,0.06451586635922493,7.507945775985718
Algoritmo Proposto,Trip Advisor,2,6.599999999999999,0.5,,0.13853639553428812,2.1112911701202393
Algoritmo Proposto,Trip Advisor,3,6.599999999999999,0.5,,0.08268916318363075,3.1333086490631104
Algoritmo Proposto,Trip Advisor,4,6.599999999999999,0.5,,0.07000458430192073,3.7413840293884277
Algoritmo Proposto,Trip Advisor,5,6.599999999999999,0.5,,0.05740802587996407,4.517409086227417
Algoritmo Proposto,Trip Advisor,2,6.699999999999998,0.5,,0.1608746415854633,1.940314531326294
Algoritmo Proposto,Trip Advisor,3,6.699999999999998,0.5,,0.10675493803488337,7.073775291442871
Algoritmo Proposto,Trip Advisor,4,6.699999999999998,0.5,,0.10185737475237541,22.30682349205017
Algoritmo Proposto,Trip Advisor,5,6.699999999999998,0.5,,0.09156430494374049,34.91936182975769
Algoritmo Proposto,Trip Advisor,2,6.799999999999999,0.5,,0.16456980867261103,1.905409336090088
Algoritmo Proposto,Trip Advisor,3,6.799999999999999,0.5,,0.09347533483848186,4.532815217971802
Algoritmo Proposto,Trip Advisor,4,6.799999999999999,0.5,,0.040039673861219295,5.857652187347412
Algoritmo Proposto,Trip Advisor,5,6.799999999999999,0.5,,0.00995050411291725,20.528838872909546
Algoritmo Proposto,Trip Advisor,2,6.899999999999999,0.5,,0.17132961428661847,2.8408353328704834
Algoritmo Proposto,Trip Advisor,3,6.899999999999999,0.5,,0.13423566606124426,6.812192678451538
Algoritmo Proposto,Trip Advisor,4,6.899999999999999,0.5,,0.06901161159349267,24.264052629470825
Algoritmo Proposto,Trip Advisor,5,6.899999999999999,0.5,,0.04236532598578727,32.27574825286865
Algoritmo Proposto,Trip Advisor,2,6.999999999999998,0.5,,0.17179294368833456,2.0867056846618652
Algoritmo Proposto,Trip Advisor,3,6.999999999999998,0.5,,0.11156178207774703,2.8212852478027344
Algoritmo Proposto,Trip Advisor,4,6.999999999999998,0.5,,0.0719584144419243,3.635021924972534
Algoritmo Proposto,Trip Advisor,5,6.999999999999998,0.5,,0.07331776480464626,6.365895986557007
Algoritmo Proposto,Trip Advisor,2,7.099999999999999,0.5,,0.17682229256621765,2.0510201454162598
Algoritmo Proposto,Trip Advisor,3,7.099999999999999,0.5,,0.0645497583398228,2.9060680866241455
Algoritmo Proposto,Trip Advisor,4,7.099999999999999,0.5,,0.07408785775659904,6.316162347793579
Algoritmo Proposto,Trip Advisor,5,7.099999999999999,0.5,,0.07047801787783212,21.73584818840027
Algoritmo Proposto,Trip Advisor,2,7.199999999999998,0.5,,0.18686068341649978,4.194804668426514
