,Algorithm,Dataset,Number of Clusters,Eps,Min_Sample,Silhouette,Execution Time
859,DBScan,Trip Advisor,10,5.400000000000003,14,,0.07167030003620312
768,DBScan,Trip Advisor,10,5.000000000000003,23,,0.0721925999969244
684,DBScan,Trip Advisor,10,4.700000000000003,14,,0.07220960000995547
686,DBScan,Trip Advisor,10,4.700000000000003,16,,0.0723604999948293
656,DBScan,Trip Advisor,10,4.600000000000002,11,,0.07248069997876883
794,DBScan,Trip Advisor,10,5.100000000000003,24,,0.07264139998005703
785,DBScan,Trip Advisor,10,5.100000000000003,15,,0.07276240002829581
588,DBScan,Trip Advisor,10,4.3000000000000025,18,,0.07284710003295913
833,DBScan,Trip Advisor,10,5.3000000000000025,13,,0.07313169998815283
663,DBScan,Trip Advisor,10,4.600000000000002,18,,0.07320579997031018
624,DBScan,Trip Advisor,10,4.400000000000002,29,,0.07341000001179054
618,DBScan,Trip Advisor,10,4.400000000000002,23,,0.0734655000269413
916,DBScan,Trip Advisor,10,5.600000000000003,21,,0.07370309997349977
600,DBScan,Trip Advisor,10,4.400000000000002,5,,0.07411669997964054
842,DBScan,Trip Advisor,10,5.3000000000000025,22,,0.07415149995358661
784,DBScan,Trip Advisor,10,5.100000000000003,14,,0.07424330001231283
568,DBScan,Trip Advisor,10,4.200000000000002,23,,0.07464349997462705
788,DBScan,Trip Advisor,10,5.100000000000003,18,,0.07485669996822253
905,DBScan,Trip Advisor,10,5.600000000000003,10,,0.0753876999951899
646,DBScan,Trip Advisor,10,4.500000000000002,26,,0.07541709998622537
607,DBScan,Trip Advisor,10,4.400000000000002,12,,0.07543389999773353
581,DBScan,Trip Advisor,10,4.3000000000000025,11,,0.07545199996093288
888,DBScan,Trip Advisor,10,5.5000000000000036,18,,0.07547869998961687
736,DBScan,Trip Advisor,10,4.900000000000002,16,,0.07552219997160137
567,DBScan,Trip Advisor,10,4.200000000000002,22,,0.07578139996621758
827,DBScan,Trip Advisor,10,5.3000000000000025,7,,0.07583320001140237
990,DBScan,Trip Advisor,10,5.900000000000004,20,,0.07600519998231903
944,DBScan,Trip Advisor,10,5.700000000000003,24,,0.07629500003531575
811,DBScan,Trip Advisor,10,5.200000000000003,16,,0.07635869999649003
570,DBScan,Trip Advisor,10,4.200000000000002,25,,0.07639589998871088
877,DBScan,Trip Advisor,10,5.5000000000000036,7,,0.07662589999381453
483,DBScan,Trip Advisor,10,3.9000000000000017,13,,0.07665039994753897
547,DBScan,Trip Advisor,10,4.100000000000001,27,,0.0767104999977164
949,DBScan,Trip Advisor,10,5.700000000000003,29,,0.07683279999764636
664,DBScan,Trip Advisor,10,4.600000000000002,19,,0.07696619996568188
771,DBScan,Trip Advisor,10,5.000000000000003,26,,0.07711279997602105
576,DBScan,Trip Advisor,10,4.3000000000000025,6,,0.07754029997158796
564,DBScan,Trip Advisor,10,4.200000000000002,19,,0.07756929995957762
840,DBScan,Trip Advisor,10,5.3000000000000025,20,,0.07783679995918646
558,DBScan,Trip Advisor,10,4.200000000000002,13,,0.0781880000140518
982,DBScan,Trip Advisor,10,5.900000000000004,12,,0.07836030004546046
539,DBScan,Trip Advisor,10,4.100000000000001,19,,0.07838740001898259
565,DBScan,Trip Advisor,10,4.200000000000002,20,,0.07847499998752028
824,DBScan,Trip Advisor,10,5.200000000000003,29,,0.07864839996909723
594,DBScan,Trip Advisor,10,4.3000000000000025,24,,0.07871040003374219
560,DBScan,Trip Advisor,10,4.200000000000002,15,,0.07873509998898953
864,DBScan,Trip Advisor,10,5.400000000000003,19,,0.07913120003649965
476,DBScan,Trip Advisor,10,3.9000000000000017,6,,0.07919989997753873
876,DBScan,Trip Advisor,10,5.5000000000000036,6,,0.07947329996386543
566,DBScan,Trip Advisor,10,4.200000000000002,21,,0.07965369999874383
972,DBScan,Trip Advisor,10,5.800000000000003,27,,0.07988530001603067
918,DBScan,Trip Advisor,10,5.600000000000003,23,,0.07992819999344647
105,DBScan,Trip Advisor,10,2.4000000000000004,10,,0.08024009998189285
542,DBScan,Trip Advisor,10,4.100000000000001,22,,0.08034470002166927
561,DBScan,Trip Advisor,10,4.200000000000002,16,,0.08059680002043024
795,DBScan,Trip Advisor,10,5.100000000000003,25,,0.08062570000765845
527,DBScan,Trip Advisor,10,4.100000000000001,7,,0.08132400002796203
506,DBScan,Trip Advisor,10,4.000000000000002,11,,0.08153339999262244
909,DBScan,Trip Advisor,10,5.600000000000003,14,,0.08153999998467043
552,DBScan,Trip Advisor,10,4.200000000000002,7,,0.08167970000067726
571,DBScan,Trip Advisor,10,4.200000000000002,26,,0.08190689998446032
460,DBScan,Trip Advisor,10,3.8000000000000016,15,,0.08207830000901595
937,DBScan,Trip Advisor,10,5.700000000000003,17,,0.08222009998280555
862,DBScan,Trip Advisor,10,5.400000000000003,17,,0.08234590000938624
550,DBScan,Trip Advisor,10,4.200000000000002,5,,0.08242859999882057
415,DBScan,Trip Advisor,10,3.6000000000000014,20,,0.08247940003639087
113,DBScan,Trip Advisor,10,2.4000000000000004,18,,0.08278960001189262
562,DBScan,Trip Advisor,10,4.200000000000002,17,,0.08288429997628555
610,DBScan,Trip Advisor,10,4.400000000000002,15,,0.08318429999053478
922,DBScan,Trip Advisor,10,5.600000000000003,27,,0.08387859998038039
923,DBScan,Trip Advisor,10,5.600000000000003,28,,0.08388909994391724
791,DBScan,Trip Advisor,10,5.100000000000003,21,,0.0839381999685429
573,DBScan,Trip Advisor,10,4.200000000000002,28,,0.08426510001299903
599,DBScan,Trip Advisor,10,4.3000000000000025,29,,0.08440019999397919
109,DBScan,Trip Advisor,10,2.4000000000000004,14,,0.08459510002285242
796,DBScan,Trip Advisor,10,5.100000000000003,26,,0.08460860000923276
541,DBScan,Trip Advisor,10,4.100000000000001,21,,0.08474329998716712
620,DBScan,Trip Advisor,10,4.400000000000002,25,,0.08481220004614443
863,DBScan,Trip Advisor,10,5.400000000000003,18,,0.08486569998785853
659,DBScan,Trip Advisor,10,4.600000000000002,14,,0.08501090004574507
769,DBScan,Trip Advisor,10,5.000000000000003,24,,0.08506389998365194
822,DBScan,Trip Advisor,10,5.200000000000003,27,,0.08512529998552054
967,DBScan,Trip Advisor,10,5.800000000000003,22,,0.08536949998233467
787,DBScan,Trip Advisor,10,5.100000000000003,17,,0.08537619997514412
540,DBScan,Trip Advisor,10,4.100000000000001,20,,0.08570960001088679
575,DBScan,Trip Advisor,10,4.3000000000000025,5,,0.08607880002819002
555,DBScan,Trip Advisor,10,4.200000000000002,10,,0.08625489997211844
582,DBScan,Trip Advisor,10,4.3000000000000025,12,,0.08653999998932704
657,DBScan,Trip Advisor,10,4.600000000000002,12,,0.08692660002270713
914,DBScan,Trip Advisor,10,5.600000000000003,19,,0.08698910003295168
790,DBScan,Trip Advisor,10,5.100000000000003,20,,0.08744289999594912
375,DBScan,Trip Advisor,10,3.5000000000000013,5,,0.08788200002163649
468,DBScan,Trip Advisor,10,3.8000000000000016,23,,0.08810009999433532
437,DBScan,Trip Advisor,10,3.7000000000000015,17,,0.0881605000467971
595,DBScan,Trip Advisor,10,4.3000000000000025,25,,0.08816659997683018
662,DBScan,Trip Advisor,10,4.600000000000002,17,,0.08893530000932515
933,DBScan,Trip Advisor,10,5.700000000000003,13,,0.0889403999899514
418,DBScan,Trip Advisor,10,3.6000000000000014,23,,0.08896419999655336
941,DBScan,Trip Advisor,10,5.700000000000003,21,,0.08922239998355508
574,DBScan,Trip Advisor,10,4.200000000000002,29,,0.0894496000255458
563,DBScan,Trip Advisor,10,4.200000000000002,18,,0.08973100001458079
619,DBScan,Trip Advisor,10,4.400000000000002,24,,0.08978509996086359
897,DBScan,Trip Advisor,10,5.5000000000000036,27,,0.0899650999926962
549,DBScan,Trip Advisor,10,4.100000000000001,29,,0.09017019998282194
435,DBScan,Trip Advisor,10,3.7000000000000015,15,,0.09028120001312345
104,DBScan,Trip Advisor,10,2.4000000000000004,9,,0.09095849998993799
578,DBScan,Trip Advisor,10,4.3000000000000025,8,,0.09125900000799447
477,DBScan,Trip Advisor,10,3.9000000000000017,7,,0.09129690000554547
943,DBScan,Trip Advisor,10,5.700000000000003,23,,0.09130869997898117
469,DBScan,Trip Advisor,10,3.8000000000000016,24,,0.09210589999565855
579,DBScan,Trip Advisor,10,4.3000000000000025,9,,0.09214629995403811
107,DBScan,Trip Advisor,10,2.4000000000000004,12,,0.09220079996157438
999,DBScan,Trip Advisor,10,5.900000000000004,29,,0.0928872000076808
920,DBScan,Trip Advisor,10,5.600000000000003,25,,0.09293329995125532
538,DBScan,Trip Advisor,10,4.100000000000001,18,,0.0929819000302814
513,DBScan,Trip Advisor,10,4.000000000000002,18,,0.0931107000214979
112,DBScan,Trip Advisor,10,2.4000000000000004,17,,0.09381190000567585
545,DBScan,Trip Advisor,10,4.100000000000001,25,,0.09408090001670644
500,DBScan,Trip Advisor,10,4.000000000000002,5,,0.0941776999970898
471,DBScan,Trip Advisor,10,3.8000000000000016,26,,0.09421030001249164
546,DBScan,Trip Advisor,10,4.100000000000001,26,,0.09438050002790987
912,DBScan,Trip Advisor,10,5.600000000000003,17,,0.0944883999763988
531,DBScan,Trip Advisor,10,4.100000000000001,11,,0.0945507000433281
467,DBScan,Trip Advisor,10,3.8000000000000016,22,,0.09474460000637919
572,DBScan,Trip Advisor,10,4.200000000000002,27,,0.09499209997011349
597,DBScan,Trip Advisor,10,4.3000000000000025,27,,0.09511829999973997
238,DBScan,Trip Advisor,10,2.900000000000001,18,,0.09514689998468384
526,DBScan,Trip Advisor,10,4.100000000000001,6,,0.0951828999677673
419,DBScan,Trip Advisor,10,3.6000000000000014,24,,0.0957367000519298
108,DBScan,Trip Advisor,10,2.4000000000000004,13,,0.09584520000498742
553,DBScan,Trip Advisor,10,4.200000000000002,8,,0.09619489999022335
103,DBScan,Trip Advisor,10,2.4000000000000004,8,,0.09622470004251227
551,DBScan,Trip Advisor,10,4.200000000000002,6,,0.09635180002078414
203,DBScan,Trip Advisor,10,2.8000000000000007,8,,0.09657640004297718
960,DBScan,Trip Advisor,10,5.800000000000003,15,,0.09660099999746308
529,DBScan,Trip Advisor,10,4.100000000000001,9,,0.09691149997524917
337,DBScan,Trip Advisor,10,3.300000000000001,17,,0.09691589995054528
154,DBScan,Trip Advisor,10,2.6000000000000005,9,,0.09702759998617694
436,DBScan,Trip Advisor,10,3.7000000000000015,16,,0.0970874999766238
457,DBScan,Trip Advisor,10,3.8000000000000016,12,,0.09710209997138008
458,DBScan,Trip Advisor,10,3.8000000000000016,13,,0.09717870003078133
110,DBScan,Trip Advisor,10,2.4000000000000004,15,,0.09747440001228824
507,DBScan,Trip Advisor,10,4.000000000000002,12,,0.09820670000044629
968,DBScan,Trip Advisor,10,5.800000000000003,23,,0.09842110000317916
528,DBScan,Trip Advisor,10,4.100000000000001,8,,0.09845089999726042
414,DBScan,Trip Advisor,10,3.6000000000000014,19,,0.09850930003449321
363,DBScan,Trip Advisor,10,3.4000000000000012,18,,0.0985847000265494
366,DBScan,Trip Advisor,10,3.4000000000000012,21,,0.09875539998756722
517,DBScan,Trip Advisor,10,4.000000000000002,22,,0.0989566000062041
523,DBScan,Trip Advisor,10,4.000000000000002,28,,0.0994034000323154
29,DBScan,Trip Advisor,10,2.1,9,,0.09941890003392473
114,DBScan,Trip Advisor,10,2.4000000000000004,19,,0.0999292999622412
370,DBScan,Trip Advisor,10,3.4000000000000012,25,,0.1000787999946624
30,DBScan,Trip Advisor,10,2.1,10,,0.1001543999882415
504,DBScan,Trip Advisor,10,4.000000000000002,9,,0.1001976000261493
420,DBScan,Trip Advisor,10,3.6000000000000014,25,,0.10039609996601939
557,DBScan,Trip Advisor,10,4.200000000000002,12,,0.10043150000274181
974,DBScan,Trip Advisor,10,5.800000000000003,29,,0.10056539997458458
512,DBScan,Trip Advisor,10,4.000000000000002,17,,0.1006576000363566
259,DBScan,Trip Advisor,10,3.000000000000001,14,,0.10075320000760257
525,DBScan,Trip Advisor,10,4.100000000000001,5,,0.10077169997384772
532,DBScan,Trip Advisor,10,4.100000000000001,12,,0.1008119999896735
929,DBScan,Trip Advisor,10,5.700000000000003,9,,0.10081849998096004
111,DBScan,Trip Advisor,10,2.4000000000000004,16,,0.10127240000292659
505,DBScan,Trip Advisor,10,4.000000000000002,10,,0.1012881999486126
442,DBScan,Trip Advisor,10,3.7000000000000015,22,,0.10145840002223849
489,DBScan,Trip Advisor,10,3.9000000000000017,19,,0.10146670002723113
535,DBScan,Trip Advisor,10,4.100000000000001,15,,0.10154060000786558
530,DBScan,Trip Advisor,10,4.100000000000001,10,,0.10166470002150163
439,DBScan,Trip Advisor,10,3.7000000000000015,19,,0.10173100000247359
355,DBScan,Trip Advisor,10,3.4000000000000012,10,,0.10190519999014214
440,DBScan,Trip Advisor,10,3.7000000000000015,20,,0.10197009996045381
173,DBScan,Trip Advisor,10,2.6000000000000005,28,,0.1020227000117302
434,DBScan,Trip Advisor,10,3.7000000000000015,14,,0.10205210000276566
172,DBScan,Trip Advisor,10,2.6000000000000005,27,,0.10225620004348457
106,DBScan,Trip Advisor,10,2.4000000000000004,11,,0.1023198000038974
493,DBScan,Trip Advisor,10,3.9000000000000017,23,,0.10257490002550185
454,DBScan,Trip Advisor,10,3.8000000000000016,9,,0.10272789996815845
441,DBScan,Trip Advisor,10,3.7000000000000015,21,,0.10277370002586395
396,DBScan,Trip Advisor,10,3.5000000000000013,26,,0.10279430000809953
465,DBScan,Trip Advisor,10,3.8000000000000016,20,,0.10308430000441149
501,DBScan,Trip Advisor,10,4.000000000000002,6,,0.10338500002399087
202,DBScan,Trip Advisor,10,2.8000000000000007,7,,0.10361039999406785
378,DBScan,Trip Advisor,10,3.5000000000000013,8,,0.10374079999746755
596,DBScan,Trip Advisor,10,4.3000000000000025,26,,0.1040066999848932
358,DBScan,Trip Advisor,10,3.4000000000000012,13,,0.10402369999792427
417,DBScan,Trip Advisor,10,3.6000000000000014,22,,0.104125700017903
361,DBScan,Trip Advisor,10,3.4000000000000012,16,,0.10416069999337196
438,DBScan,Trip Advisor,10,3.7000000000000015,18,,0.10424680000869557
379,DBScan,Trip Advisor,10,3.5000000000000013,9,,0.1044228000100702
432,DBScan,Trip Advisor,10,3.7000000000000015,12,,0.10449430003063753
508,DBScan,Trip Advisor,10,4.000000000000002,13,,0.1045536000165157
413,DBScan,Trip Advisor,10,3.6000000000000014,18,,0.1046479000360705
953,DBScan,Trip Advisor,10,5.800000000000003,8,,0.10471619997406378
421,DBScan,Trip Advisor,10,3.6000000000000014,26,,0.1048148000263609
324,DBScan,Trip Advisor,10,3.200000000000001,29,,0.10497300000861287
514,DBScan,Trip Advisor,10,4.000000000000002,19,,0.10510839999187738
554,DBScan,Trip Advisor,10,4.200000000000002,9,,0.10530599998310208
364,DBScan,Trip Advisor,10,3.4000000000000012,19,,0.1053228999953717
167,DBScan,Trip Advisor,10,2.6000000000000005,22,,0.10539949999656528
26,DBScan,Trip Advisor,10,2.1,6,,0.1054778000107035
313,DBScan,Trip Advisor,10,3.200000000000001,18,,0.10552679997636005
445,DBScan,Trip Advisor,10,3.7000000000000015,25,,0.10556200001155958
352,DBScan,Trip Advisor,10,3.4000000000000012,7,,0.105677800020203
281,DBScan,Trip Advisor,10,3.100000000000001,11,,0.10568350000539795
455,DBScan,Trip Advisor,10,3.8000000000000016,10,,0.106129800027702
398,DBScan,Trip Advisor,10,3.5000000000000013,28,,0.10614830005215481
194,DBScan,Trip Advisor,10,2.7000000000000006,24,,0.10625380004057661
332,DBScan,Trip Advisor,10,3.300000000000001,12,,0.10636859998339787
426,DBScan,Trip Advisor,10,3.7000000000000015,6,,0.10642329999245703
450,DBScan,Trip Advisor,10,3.8000000000000016,5,,0.106458299967926
411,DBScan,Trip Advisor,10,3.6000000000000014,16,,0.10653049999382347
463,DBScan,Trip Advisor,10,3.8000000000000016,18,,0.1065515999798663
395,DBScan,Trip Advisor,10,3.5000000000000013,25,,0.10657699999865144
371,DBScan,Trip Advisor,10,3.4000000000000012,26,,0.1067499999771826
357,DBScan,Trip Advisor,10,3.4000000000000012,12,,0.10681479994673282
404,DBScan,Trip Advisor,10,3.6000000000000014,9,,0.10687440005131066
376,DBScan,Trip Advisor,10,3.5000000000000013,6,,0.10775359999388456
164,DBScan,Trip Advisor,10,2.6000000000000005,19,,0.10776479996275157
533,DBScan,Trip Advisor,10,4.100000000000001,13,,0.10781509999651462
262,DBScan,Trip Advisor,10,3.000000000000001,17,,0.10821839998243377
65,DBScan,Trip Advisor,10,2.2,20,,0.10834009997779503
31,DBScan,Trip Advisor,10,2.1,11,,0.10841829999117181
207,DBScan,Trip Advisor,10,2.8000000000000007,12,,0.10843630001181737
369,DBScan,Trip Advisor,10,3.4000000000000012,24,,0.10848709999118
34,DBScan,Trip Advisor,10,2.1,14,,0.10850019997451454
391,DBScan,Trip Advisor,10,3.5000000000000013,21,,0.10907060001045465
312,DBScan,Trip Advisor,10,3.200000000000001,17,,0.10936709999805316
336,DBScan,Trip Advisor,10,3.300000000000001,16,,0.10938720003468916
913,DBScan,Trip Advisor,10,5.600000000000003,18,,0.1094427999923937
345,DBScan,Trip Advisor,10,3.300000000000001,25,,0.10947939998004586
543,DBScan,Trip Advisor,10,4.100000000000001,23,,0.10960120003437623
522,DBScan,Trip Advisor,10,4.000000000000002,27,,0.10975270002381876
416,DBScan,Trip Advisor,10,3.6000000000000014,21,,0.11040909995790571
282,DBScan,Trip Advisor,10,3.100000000000001,12,,0.11042179999640211
408,DBScan,Trip Advisor,10,3.6000000000000014,13,,0.1105033999774605
453,DBScan,Trip Advisor,10,3.8000000000000016,8,,0.11052360001485795
356,DBScan,Trip Advisor,10,3.4000000000000012,11,,0.11053669999819249
410,DBScan,Trip Advisor,10,3.6000000000000014,15,,0.11066600005142391
433,DBScan,Trip Advisor,10,3.7000000000000015,13,,0.11070200003450736
387,DBScan,Trip Advisor,10,3.5000000000000013,17,,0.11078549997182563
422,DBScan,Trip Advisor,10,3.6000000000000014,27,,0.11079320003045723
362,DBScan,Trip Advisor,10,3.4000000000000012,17,,0.11086479999357834
298,DBScan,Trip Advisor,10,3.100000000000001,28,,0.11086930002784356
449,DBScan,Trip Advisor,10,3.7000000000000015,29,,0.11087319999933243
401,DBScan,Trip Advisor,10,3.6000000000000014,6,,0.11095150001347065
373,DBScan,Trip Advisor,10,3.4000000000000012,28,,0.11107430001720786
33,DBScan,Trip Advisor,10,2.1,13,,0.11116369999945164
502,DBScan,Trip Advisor,10,4.000000000000002,7,,0.11116610001772642
466,DBScan,Trip Advisor,10,3.8000000000000016,21,,0.1112056000274606
254,DBScan,Trip Advisor,10,3.000000000000001,9,,0.11132150003686547
511,DBScan,Trip Advisor,10,4.000000000000002,16,,0.11137050000252202
823,DBScan,Trip Advisor,10,5.200000000000003,28,,0.11161969997920096
518,DBScan,Trip Advisor,10,4.000000000000002,23,,0.111728000047151
377,DBScan,Trip Advisor,10,3.5000000000000013,7,,0.111830799956806
181,DBScan,Trip Advisor,10,2.7000000000000006,11,,0.11203140002908185
296,DBScan,Trip Advisor,10,3.100000000000001,26,,0.11213170003611594
208,DBScan,Trip Advisor,10,2.8000000000000007,13,,0.11226730002090335
349,DBScan,Trip Advisor,10,3.300000000000001,29,,0.11226829997031018
444,DBScan,Trip Advisor,10,3.7000000000000015,24,,0.1123298000311479
204,DBScan,Trip Advisor,10,2.8000000000000007,9,,0.11242660001153126
548,DBScan,Trip Advisor,10,4.100000000000001,28,,0.1126384999952279
559,DBScan,Trip Advisor,10,4.200000000000002,14,,0.11266639997484162
209,DBScan,Trip Advisor,10,2.8000000000000007,14,,0.11268420005217195
392,DBScan,Trip Advisor,10,3.5000000000000013,22,,0.1127449999912642
37,DBScan,Trip Advisor,10,2.1,17,,0.11277710000285879
222,DBScan,Trip Advisor,10,2.8000000000000007,27,,0.11286210000980645
462,DBScan,Trip Advisor,10,3.8000000000000016,17,,0.11298279999755323
424,DBScan,Trip Advisor,10,3.6000000000000014,29,,0.1131154999602586
189,DBScan,Trip Advisor,10,2.7000000000000006,19,,0.11318579997168854
256,DBScan,Trip Advisor,10,3.000000000000001,11,,0.11331190000055358
443,DBScan,Trip Advisor,10,3.7000000000000015,23,,0.11335680005140603
480,DBScan,Trip Advisor,10,3.9000000000000017,10,,0.11339160002535209
50,DBScan,Trip Advisor,10,2.2,5,,0.113409900048282
225,DBScan,Trip Advisor,10,2.900000000000001,5,,0.11349720001453534
327,DBScan,Trip Advisor,10,3.300000000000001,7,,0.1135443999664858
2,DBScan,Trip Advisor,10,2.0,7,,0.1135583000141196
382,DBScan,Trip Advisor,10,3.5000000000000013,12,,0.11365650000516325
224,DBScan,Trip Advisor,10,2.8000000000000007,29,,0.11374270002124831
372,DBScan,Trip Advisor,10,3.4000000000000012,27,,0.11383849999401718
341,DBScan,Trip Advisor,10,3.300000000000001,21,,0.1138990999897942
334,DBScan,Trip Advisor,10,3.300000000000001,14,,0.1139114000252448
536,DBScan,Trip Advisor,10,4.100000000000001,16,,0.1139662999776192
499,DBScan,Trip Advisor,10,3.9000000000000017,29,,0.11397549998946488
448,DBScan,Trip Advisor,10,3.7000000000000015,28,,0.11408539995318279
255,DBScan,Trip Advisor,10,3.000000000000001,10,,0.11411010002484545
166,DBScan,Trip Advisor,10,2.6000000000000005,21,,0.11417839996283874
519,DBScan,Trip Advisor,10,4.000000000000002,24,,0.11430549999931827
354,DBScan,Trip Advisor,10,3.4000000000000012,9,,0.11446230002911761
425,DBScan,Trip Advisor,10,3.7000000000000015,5,,0.11450030002743006
331,DBScan,Trip Advisor,10,3.300000000000001,11,,0.11456539999926463
556,DBScan,Trip Advisor,10,4.200000000000002,11,,0.11472790001425892
340,DBScan,Trip Advisor,10,3.300000000000001,20,,0.11499069997807965
316,DBScan,Trip Advisor,10,3.200000000000001,21,,0.11504329997114837
339,DBScan,Trip Advisor,10,3.300000000000001,19,,0.11507280002115294
537,DBScan,Trip Advisor,10,4.100000000000001,17,,0.11515650001820177
446,DBScan,Trip Advisor,10,3.7000000000000015,26,,0.1151646000216715
257,DBScan,Trip Advisor,10,3.000000000000001,12,,0.11539799999445677
3,DBScan,Trip Advisor,10,2.0,8,,0.11553890001960099
62,DBScan,Trip Advisor,10,2.2,17,,0.11564490001183003
243,DBScan,Trip Advisor,10,2.900000000000001,23,,0.11569449998205528
475,DBScan,Trip Advisor,10,3.9000000000000017,5,,0.11578009999357164
284,DBScan,Trip Advisor,10,3.100000000000001,14,,0.11588900000788271
27,DBScan,Trip Advisor,10,2.1,7,,0.11593089997768402
494,DBScan,Trip Advisor,10,3.9000000000000017,24,,0.11593640001956373
524,DBScan,Trip Advisor,10,4.000000000000002,29,,0.11594600003445521
423,DBScan,Trip Advisor,10,3.6000000000000014,28,,0.1160280000185594
409,DBScan,Trip Advisor,10,3.6000000000000014,14,,0.11613390001002699
367,DBScan,Trip Advisor,10,3.4000000000000012,22,,0.1161943000042811
153,DBScan,Trip Advisor,10,2.6000000000000005,8,,0.1163370999856852
353,DBScan,Trip Advisor,10,3.4000000000000012,8,,0.11653329996624961
503,DBScan,Trip Advisor,10,4.000000000000002,8,,0.11658169998554513
394,DBScan,Trip Advisor,10,3.5000000000000013,24,,0.11658360000001267
155,DBScan,Trip Advisor,10,2.6000000000000005,10,,0.11689290002686903
333,DBScan,Trip Advisor,10,3.300000000000001,13,,0.11694530001841486
314,DBScan,Trip Advisor,10,3.200000000000001,19,,0.11697329999879003
488,DBScan,Trip Advisor,10,3.9000000000000017,18,,0.11699260002933443
971,DBScan,Trip Advisor,10,5.800000000000003,26,,0.11715070001082495
278,DBScan,Trip Advisor,10,3.100000000000001,8,,0.11723179998807609
25,DBScan,Trip Advisor,10,2.1,5,,0.11731989996042103
456,DBScan,Trip Advisor,10,3.8000000000000016,11,,0.1173867000034079
325,DBScan,Trip Advisor,10,3.300000000000001,5,,0.11740689998259768
283,DBScan,Trip Advisor,10,3.100000000000001,13,,0.11742609995417297
335,DBScan,Trip Advisor,10,3.300000000000001,15,,0.11763819999760017
152,DBScan,Trip Advisor,10,2.6000000000000005,7,,0.11772639997070655
218,DBScan,Trip Advisor,10,2.8000000000000007,23,,0.11773310002172366
328,DBScan,Trip Advisor,10,3.300000000000001,8,,0.1177585999830626
32,DBScan,Trip Advisor,10,2.1,12,,0.11785519996192306
447,DBScan,Trip Advisor,10,3.7000000000000015,27,,0.11785939999390393
380,DBScan,Trip Advisor,10,3.5000000000000013,10,,0.11787850002292544
183,DBScan,Trip Advisor,10,2.7000000000000006,13,,0.11799239995889366
470,DBScan,Trip Advisor,10,3.8000000000000016,25,,0.11800139996921644
66,DBScan,Trip Advisor,10,2.2,21,,0.11816279997583479
241,DBScan,Trip Advisor,10,2.900000000000001,21,,0.1182311000302434
964,DBScan,Trip Advisor,10,5.800000000000003,19,,0.11824260000139475
315,DBScan,Trip Advisor,10,3.200000000000001,20,,0.11861930001759902
485,DBScan,Trip Advisor,10,3.9000000000000017,15,,0.11884740000823513
403,DBScan,Trip Advisor,10,3.6000000000000014,8,,0.11902100004954264
60,DBScan,Trip Advisor,10,2.2,15,,0.11905720003414899
184,DBScan,Trip Advisor,10,2.7000000000000006,14,,0.11908049997873604
303,DBScan,Trip Advisor,10,3.200000000000001,8,,0.11917839996749535
311,DBScan,Trip Advisor,10,3.200000000000001,16,,0.1192167000262998
326,DBScan,Trip Advisor,10,3.300000000000001,6,,0.11950239998986945
317,DBScan,Trip Advisor,10,3.200000000000001,22,,0.11951320001389831
381,DBScan,Trip Advisor,10,3.5000000000000013,11,,0.11953780002659187
521,DBScan,Trip Advisor,10,4.000000000000002,26,,0.1196524000260979
520,DBScan,Trip Advisor,10,4.000000000000002,25,,0.11968880001222715
383,DBScan,Trip Advisor,10,3.5000000000000013,13,,0.11971430003177375
290,DBScan,Trip Advisor,10,3.100000000000001,20,,0.11988109996309504
205,DBScan,Trip Advisor,10,2.8000000000000007,10,,0.11999350000405684
412,DBScan,Trip Advisor,10,3.6000000000000014,17,,0.12035589996958151
397,DBScan,Trip Advisor,10,3.5000000000000013,27,,0.12042759999167174
348,DBScan,Trip Advisor,10,3.300000000000001,28,,0.12048119999235496
264,DBScan,Trip Advisor,10,3.000000000000001,19,,0.12057899998035282
13,DBScan,Trip Advisor,10,2.0,18,,0.1206671999534592
351,DBScan,Trip Advisor,10,3.4000000000000012,6,,0.12067829997977242
400,DBScan,Trip Advisor,10,3.6000000000000014,5,,0.12097150000045076
151,DBScan,Trip Advisor,10,2.6000000000000005,6,,0.12099030002718791
61,DBScan,Trip Advisor,10,2.2,16,,0.12102099996991456
385,DBScan,Trip Advisor,10,3.5000000000000013,15,,0.12116260000038892
365,DBScan,Trip Advisor,10,3.4000000000000012,20,,0.12122660002205521
461,DBScan,Trip Advisor,10,3.8000000000000016,16,,0.12130009999964386
240,DBScan,Trip Advisor,10,2.900000000000001,20,,0.12130560004152358
250,DBScan,Trip Advisor,10,3.000000000000001,5,,0.12145139998756349
38,DBScan,Trip Advisor,10,2.1,18,,0.12170210003387183
427,DBScan,Trip Advisor,10,3.7000000000000015,7,,0.12171259999740869
343,DBScan,Trip Advisor,10,3.300000000000001,23,,0.12184170004911721
407,DBScan,Trip Advisor,10,3.6000000000000014,12,,0.121841799991671
245,DBScan,Trip Advisor,10,2.900000000000001,25,,0.12201009999262169
510,DBScan,Trip Advisor,10,4.000000000000002,15,,0.12204510002629831
374,DBScan,Trip Advisor,10,3.4000000000000012,29,,0.12225370004307479
201,DBScan,Trip Advisor,10,2.8000000000000007,6,,0.12265629996545613
534,DBScan,Trip Advisor,10,4.100000000000001,14,,0.12279759999364614
297,DBScan,Trip Advisor,10,3.100000000000001,27,,0.12282089999644086
459,DBScan,Trip Advisor,10,3.8000000000000016,14,,0.12291460001142696
