,Algorithm,Dataset,n_clusters,Alpha,Multiplo,Precision,Silhouette,Execution Time
1153,IMCKDE,Trip Advisor,3,6.299999999999999,1.0,,,
1154,IMCKDE,Trip Advisor,4,6.299999999999999,1.0,,,
1155,IMCKDE,Trip Advisor,5,6.299999999999999,1.0,,,
1156,IMCKDE,Trip Advisor,6,6.299999999999999,1.0,,,
1157,IMCKDE,Trip Advisor,7,6.299999999999999,1.0,,,
1158,IMCKDE,Trip Advisor,8,6.299999999999999,1.0,,,
1159,IMCKDE,Trip Advisor,9,6.299999999999999,1.0,,,
1160,IMCKDE,Trip Advisor,10,6.299999999999999,1.0,,,
1161,IMCKDE,Trip Advisor,2,6.399999999999999,1.0,,,
1162,IMCKDE,Trip Advisor,3,6.399999999999999,1.0,,,
1163,IMCKDE,Trip Advisor,4,6.399999999999999,1.0,,,
1164,IMCKDE,Trip Advisor,5,6.399999999999999,1.0,,,
1165,IMCKDE,Trip Advisor,6,6.399999999999999,1.0,,,
1166,IMCKDE,Trip Advisor,7,6.399999999999999,1.0,,,
1167,IMCKDE,Trip Advisor,8,6.399999999999999,1.0,,,
1168,IMCKDE,Trip Advisor,9,6.399999999999999,1.0,,,
1169,IMCKDE,Trip Advisor,10,6.399999999999999,1.0,,,
1170,IMCKDE,Trip Advisor,2,6.499999999999998,1.0,,,
1171,IMCKDE,Trip Advisor,3,6.499999999999998,1.0,,,
1172,IMCKDE,Trip Advisor,4,6.499999999999998,1.0,,,
1173,IMCKDE,Trip Advisor,5,6.499999999999998,1.0,,,
1174,IMCKDE,Trip Advisor,6,6.499999999999998,1.0,,,
1175,IMCKDE,Trip Advisor,7,6.499999999999998,1.0,,,
1176,IMCKDE,Trip Advisor,8,6.499999999999998,1.0,,,
1177,IMCKDE,Trip Advisor,9,6.499999999999998,1.0,,,
1178,IMCKDE,Trip Advisor,10,6.499999999999998,1.0,,,
1179,IMCKDE,Trip Advisor,2,6.599999999999999,1.0,,,
1180,IMCKDE,Trip Advisor,3,6.599999999999999,1.0,,,
1181,IMCKDE,Trip Advisor,4,6.599999999999999,1.0,,,
1182,IMCKDE,Trip Advisor,5,6.599999999999999,1.0,,,
1183,IMCKDE,Trip Advisor,6,6.599999999999999,1.0,,,
1184,IMCKDE,Trip Advisor,7,6.599999999999999,1.0,,,
1185,IMCKDE,Trip Advisor,8,6.599999999999999,1.0,,,
1186,IMCKDE,Trip Advisor,9,6.599999999999999,1.0,,,
1187,IMCKDE,Trip Advisor,10,6.599999999999999,1.0,,,
1188,IMCKDE,Trip Advisor,2,6.699999999999998,1.0,,,
1189,IMCKDE,Trip Advisor,3,6.699999999999998,1.0,,,
1190,IMCKDE,Trip Advisor,4,6.699999999999998,1.0,,,
1191,IMCKDE,Trip Advisor,5,6.699999999999998,1.0,,,
1192,IMCKDE,Trip Advisor,6,6.699999999999998,1.0,,,
1193,IMCKDE,Trip Advisor,7,6.699999999999998,1.0,,,
1194,IMCKDE,Trip Advisor,8,6.699999999999998,1.0,,,
1195,IMCKDE,Trip Advisor,9,6.699999999999998,1.0,,,
1196,IMCKDE,Trip Advisor,10,6.699999999999998,1.0,,,
1197,IMCKDE,Trip Advisor,2,6.799999999999999,1.0,,,
1198,IMCKDE,Trip Advisor,3,6.799999999999999,1.0,,,
1199,IMCKDE,Trip Advisor,4,6.799999999999999,1.0,,,
1200,IMCKDE,Trip Advisor,5,6.799999999999999,1.0,,,
1201,IMCKDE,Trip Advisor,6,6.799999999999999,1.0,,,
1202,IMCKDE,Trip Advisor,7,6.799999999999999,1.0,,,
1203,IMCKDE,Trip Advisor,8,6.799999999999999,1.0,,,
1204,IMCKDE,Trip Advisor,9,6.799999999999999,1.0,,,
1205,IMCKDE,Trip Advisor,10,6.799999999999999,1.0,,,
1206,IMCKDE,Trip Advisor,2,6.899999999999999,1.0,,,
1207,IMCKDE,Trip Advisor,3,6.899999999999999,1.0,,,
1208,IMCKDE,Trip Advisor,4,6.899999999999999,1.0,,,
1209,IMCKDE,Trip Advisor,5,6.899999999999999,1.0,,,
1210,IMCKDE,Trip Advisor,6,6.899999999999999,1.0,,,
1211,IMCKDE,Trip Advisor,7,6.899999999999999,1.0,,,
1212,IMCKDE,Trip Advisor,8,6.899999999999999,1.0,,,
1213,IMCKDE,Trip Advisor,9,6.899999999999999,1.0,,,
1214,IMCKDE,Trip Advisor,10,6.899999999999999,1.0,,,
1215,IMCKDE,Trip Advisor,2,6.999999999999998,1.0,,,
1216,IMCKDE,Trip Advisor,3,6.999999999999998,1.0,,,
1217,IMCKDE,Trip Advisor,4,6.999999999999998,1.0,,,
1218,IMCKDE,Trip Advisor,5,6.999999999999998,1.0,,,
1219,IMCKDE,Trip Advisor,6,6.999999999999998,1.0,,,
1220,IMCKDE,Trip Advisor,7,6.999999999999998,1.0,,,
1221,IMCKDE,Trip Advisor,8,6.999999999999998,1.0,,,
1222,IMCKDE,Trip Advisor,9,6.999999999999998,1.0,,,
1223,IMCKDE,Trip Advisor,10,6.999999999999998,1.0,,,
1224,IMCKDE,Trip Advisor,2,7.099999999999999,1.0,,,
1225,IMCKDE,Trip Advisor,3,7.099999999999999,1.0,,,
1226,IMCKDE,Trip Advisor,4,7.099999999999999,1.0,,,
1227,IMCKDE,Trip Advisor,5,7.099999999999999,1.0,,,
1228,IMCKDE,Trip Advisor,6,7.099999999999999,1.0,,,
1229,IMCKDE,Trip Advisor,7,7.099999999999999,1.0,,,
1230,IMCKDE,Trip Advisor,8,7.099999999999999,1.0,,,
1231,IMCKDE,Trip Advisor,9,7.099999999999999,1.0,,,
1232,IMCKDE,Trip Advisor,10,7.099999999999999,1.0,,,
1233,IMCKDE,Trip Advisor,2,7.199999999999998,1.0,,,
1234,IMCKDE,Trip Advisor,3,7.199999999999998,1.0,,,
1235,IMCKDE,Trip Advisor,4,7.199999999999998,1.0,,,
1236,IMCKDE,Trip Advisor,5,7.199999999999998,1.0,,,
1237,IMCKDE,Trip Advisor,6,7.199999999999998,1.0,,,
1238,IMCKDE,Trip Advisor,7,7.199999999999998,1.0,,,
1239,IMCKDE,Trip Advisor,8,7.199999999999998,1.0,,,
1240,IMCKDE,Trip Advisor,9,7.199999999999998,1.0,,,
1241,IMCKDE,Trip Advisor,10,7.199999999999998,1.0,,,
1242,IMCKDE,Trip Advisor,2,7.299999999999999,1.0,,,
1243,IMCKDE,Trip Advisor,3,7.299999999999999,1.0,,,
1244,IMCKDE,Trip Advisor,4,7.299999999999999,1.0,,,
1245,IMCKDE,Trip Advisor,5,7.299999999999999,1.0,,,
1246,IMCKDE,Trip Advisor,6,7.299999999999999,1.0,,,
1247,IMCKDE,Trip Advisor,7,7.299999999999999,1.0,,,
1248,IMCKDE,Trip Advisor,8,7.299999999999999,1.0,,,
1249,IMCKDE,Trip Advisor,9,7.299999999999999,1.0,,,
1250,IMCKDE,Trip Advisor,10,7.299999999999999,1.0,,,
1251,IMCKDE,Trip Advisor,2,7.399999999999999,1.0,,,
1252,IMCKDE,Trip Advisor,3,7.399999999999999,1.0,,,
1253,IMCKDE,Trip Advisor,4,7.399999999999999,1.0,,,
1254,IMCKDE,Trip Advisor,5,7.399999999999999,1.0,,,
1255,IMCKDE,Trip Advisor,6,7.399999999999999,1.0,,,
1256,IMCKDE,Trip Advisor,7,7.399999999999999,1.0,,,
1257,IMCKDE,Trip Advisor,8,7.399999999999999,1.0,,,
1258,IMCKDE,Trip Advisor,9,7.399999999999999,1.0,,,
1259,IMCKDE,Trip Advisor,10,7.399999999999999,1.0,,,
1260,IMCKDE,Trip Advisor,2,0.5,1.5,,,
1261,IMCKDE,Trip Advisor,3,0.5,1.5,,,
1262,IMCKDE,Trip Advisor,4,0.5,1.5,,,
1263,IMCKDE,Trip Advisor,5,0.5,1.5,,,
1264,IMCKDE,Trip Advisor,6,0.5,1.5,,,
1265,IMCKDE,Trip Advisor,7,0.5,1.5,,,
1266,IMCKDE,Trip Advisor,8,0.5,1.5,,,
1267,IMCKDE,Trip Advisor,9,0.5,1.5,,,
1268,IMCKDE,Trip Advisor,10,0.5,1.5,,,
1269,IMCKDE,Trip Advisor,2,0.6,1.5,,,
1270,IMCKDE,Trip Advisor,3,0.6,1.5,,,
1271,IMCKDE,Trip Advisor,4,0.6,1.5,,,
1272,IMCKDE,Trip Advisor,5,0.6,1.5,,,
1273,IMCKDE,Trip Advisor,6,0.6,1.5,,,
1274,IMCKDE,Trip Advisor,7,0.6,1.5,,,
1275,IMCKDE,Trip Advisor,8,0.6,1.5,,,
1276,IMCKDE,Trip Advisor,9,0.6,1.5,,,
1277,IMCKDE,Trip Advisor,10,0.6,1.5,,,
1278,IMCKDE,Trip Advisor,2,0.7,1.5,,,
1279,IMCKDE,Trip Advisor,3,0.7,1.5,,,
1280,IMCKDE,Trip Advisor,4,0.7,1.5,,,
1281,IMCKDE,Trip Advisor,5,0.7,1.5,,,
1282,IMCKDE,Trip Advisor,6,0.7,1.5,,,
1283,IMCKDE,Trip Advisor,7,0.7,1.5,,,
1284,IMCKDE,Trip Advisor,8,0.7,1.5,,,
1285,IMCKDE,Trip Advisor,9,0.7,1.5,,,
1286,IMCKDE,Trip Advisor,10,0.7,1.5,,,
1287,IMCKDE,Trip Advisor,2,0.7999999999999999,1.5,,,
1288,IMCKDE,Trip Advisor,3,0.7999999999999999,1.5,,,
1289,IMCKDE,Trip Advisor,4,0.7999999999999999,1.5,,,
1290,IMCKDE,Trip Advisor,5,0.7999999999999999,1.5,,,
1291,IMCKDE,Trip Advisor,6,0.7999999999999999,1.5,,,
1292,IMCKDE,Trip Advisor,7,0.7999999999999999,1.5,,,
1293,IMCKDE,Trip Advisor,8,0.7999999999999999,1.5,,,
1294,IMCKDE,Trip Advisor,9,0.7999999999999999,1.5,,,
1295,IMCKDE,Trip Advisor,10,0.7999999999999999,1.5,,,
1296,IMCKDE,Trip Advisor,2,0.8999999999999999,1.5,,,
1297,IMCKDE,Trip Advisor,3,0.8999999999999999,1.5,,,
1298,IMCKDE,Trip Advisor,4,0.8999999999999999,1.5,,,
1299,IMCKDE,Trip Advisor,5,0.8999999999999999,1.5,,,
1300,IMCKDE,Trip Advisor,6,0.8999999999999999,1.5,,,
1301,IMCKDE,Trip Advisor,7,0.8999999999999999,1.5,,,
1302,IMCKDE,Trip Advisor,8,0.8999999999999999,1.5,,,
1303,IMCKDE,Trip Advisor,9,0.8999999999999999,1.5,,,
1304,IMCKDE,Trip Advisor,10,0.8999999999999999,1.5,,,
1305,IMCKDE,Trip Advisor,2,0.9999999999999999,1.5,,,
1306,IMCKDE,Trip Advisor,3,0.9999999999999999,1.5,,,
1307,IMCKDE,Trip Advisor,4,0.9999999999999999,1.5,,,
1308,IMCKDE,Trip Advisor,5,0.9999999999999999,1.5,,,
1309,IMCKDE,Trip Advisor,6,0.9999999999999999,1.5,,,
1310,IMCKDE,Trip Advisor,7,0.9999999999999999,1.5,,,
1311,IMCKDE,Trip Advisor,8,0.9999999999999999,1.5,,,
1312,IMCKDE,Trip Advisor,9,0.9999999999999999,1.5,,,
1313,IMCKDE,Trip Advisor,10,0.9999999999999999,1.5,,,
1314,IMCKDE,Trip Advisor,2,1.0999999999999999,1.5,,,
1315,IMCKDE,Trip Advisor,3,1.0999999999999999,1.5,,,
1316,IMCKDE,Trip Advisor,4,1.0999999999999999,1.5,,,
1317,IMCKDE,Trip Advisor,5,1.0999999999999999,1.5,,,
1318,IMCKDE,Trip Advisor,6,1.0999999999999999,1.5,,,
1319,IMCKDE,Trip Advisor,7,1.0999999999999999,1.5,,,
1320,IMCKDE,Trip Advisor,8,1.0999999999999999,1.5,,,
1321,IMCKDE,Trip Advisor,9,1.0999999999999999,1.5,,,
1322,IMCKDE,Trip Advisor,10,1.0999999999999999,1.5,,,
1323,IMCKDE,Trip Advisor,2,1.1999999999999997,1.5,,,
1324,IMCKDE,Trip Advisor,3,1.1999999999999997,1.5,,,
1325,IMCKDE,Trip Advisor,4,1.1999999999999997,1.5,,,
1326,IMCKDE,Trip Advisor,5,1.1999999999999997,1.5,,,
1327,IMCKDE,Trip Advisor,6,1.1999999999999997,1.5,,,
1328,IMCKDE,Trip Advisor,7,1.1999999999999997,1.5,,,
1329,IMCKDE,Trip Advisor,8,1.1999999999999997,1.5,,,
1330,IMCKDE,Trip Advisor,9,1.1999999999999997,1.5,,,
1331,IMCKDE,Trip Advisor,10,1.1999999999999997,1.5,,,
1332,IMCKDE,Trip Advisor,2,1.2999999999999998,1.5,,,
1333,IMCKDE,Trip Advisor,3,1.2999999999999998,1.5,,,
1334,IMCKDE,Trip Advisor,4,1.2999999999999998,1.5,,,
1335,IMCKDE,Trip Advisor,5,1.2999999999999998,1.5,,,
1336,IMCKDE,Trip Advisor,6,1.2999999999999998,1.5,,,
1337,IMCKDE,Trip Advisor,7,1.2999999999999998,1.5,,,
1338,IMCKDE,Trip Advisor,8,1.2999999999999998,1.5,,,
1339,IMCKDE,Trip Advisor,9,1.2999999999999998,1.5,,,
1340,IMCKDE,Trip Advisor,10,1.2999999999999998,1.5,,,
1341,IMCKDE,Trip Advisor,2,1.4,1.5,,,
1342,IMCKDE,Trip Advisor,3,1.4,1.5,,,
1343,IMCKDE,Trip Advisor,4,1.4,1.5,,,
1344,IMCKDE,Trip Advisor,5,1.4,1.5,,,
1345,IMCKDE,Trip Advisor,6,1.4,1.5,,,
1346,IMCKDE,Trip Advisor,7,1.4,1.5,,,
1347,IMCKDE,Trip Advisor,8,1.4,1.5,,,
1348,IMCKDE,Trip Advisor,9,1.4,1.5,,,
1349,IMCKDE,Trip Advisor,10,1.4,1.5,,,
1350,IMCKDE,Trip Advisor,2,1.4999999999999998,1.5,,,
1351,IMCKDE,Trip Advisor,3,1.4999999999999998,1.5,,,
1352,IMCKDE,Trip Advisor,4,1.4999999999999998,1.5,,,
1353,IMCKDE,Trip Advisor,5,1.4999999999999998,1.5,,,
1354,IMCKDE,Trip Advisor,6,1.4999999999999998,1.5,,,
1355,IMCKDE,Trip Advisor,7,1.4999999999999998,1.5,,,
1356,IMCKDE,Trip Advisor,8,1.4999999999999998,1.5,,,
1357,IMCKDE,Trip Advisor,9,1.4999999999999998,1.5,,,
1358,IMCKDE,Trip Advisor,10,1.4999999999999998,1.5,,,
1359,IMCKDE,Trip Advisor,2,1.5999999999999996,1.5,,,
1360,IMCKDE,Trip Advisor,3,1.5999999999999996,1.5,,,
1361,IMCKDE,Trip Advisor,4,1.5999999999999996,1.5,,,
1362,IMCKDE,Trip Advisor,5,1.5999999999999996,1.5,,,
1363,IMCKDE,Trip Advisor,6,1.5999999999999996,1.5,,,
1364,IMCKDE,Trip Advisor,7,1.5999999999999996,1.5,,,
1365,IMCKDE,Trip Advisor,8,1.5999999999999996,1.5,,,
1366,IMCKDE,Trip Advisor,9,1.5999999999999996,1.5,,,
1367,IMCKDE,Trip Advisor,10,1.5999999999999996,1.5,,,
1368,IMCKDE,Trip Advisor,2,1.6999999999999997,1.5,,,
1369,IMCKDE,Trip Advisor,3,1.6999999999999997,1.5,,,
1370,IMCKDE,Trip Advisor,4,1.6999999999999997,1.5,,,
1371,IMCKDE,Trip Advisor,5,1.6999999999999997,1.5,,,
1372,IMCKDE,Trip Advisor,6,1.6999999999999997,1.5,,,
1373,IMCKDE,Trip Advisor,7,1.6999999999999997,1.5,,,
1374,IMCKDE,Trip Advisor,8,1.6999999999999997,1.5,,,
1375,IMCKDE,Trip Advisor,9,1.6999999999999997,1.5,,,
1376,IMCKDE,Trip Advisor,10,1.6999999999999997,1.5,,,
1377,IMCKDE,Trip Advisor,2,1.7999999999999998,1.5,,,
1378,IMCKDE,Trip Advisor,3,1.7999999999999998,1.5,,,
1379,IMCKDE,Trip Advisor,4,1.7999999999999998,1.5,,,
1380,IMCKDE,Trip Advisor,5,1.7999999999999998,1.5,,,
1381,IMCKDE,Trip Advisor,6,1.7999999999999998,1.5,,,
1382,IMCKDE,Trip Advisor,7,1.7999999999999998,1.5,,,
1383,IMCKDE,Trip Advisor,8,1.7999999999999998,1.5,,,
1384,IMCKDE,Trip Advisor,9,1.7999999999999998,1.5,,,
1385,IMCKDE,Trip Advisor,10,1.7999999999999998,1.5,,,
1386,IMCKDE,Trip Advisor,2,1.8999999999999997,1.5,,,
1387,IMCKDE,Trip Advisor,3,1.8999999999999997,1.5,,,
1388,IMCKDE,Trip Advisor,4,1.8999999999999997,1.5,,,
1389,IMCKDE,Trip Advisor,5,1.8999999999999997,1.5,,,
1390,IMCKDE,Trip Advisor,6,1.8999999999999997,1.5,,,
1391,IMCKDE,Trip Advisor,7,1.8999999999999997,1.5,,,
1392,IMCKDE,Trip Advisor,8,1.8999999999999997,1.5,,,
1393,IMCKDE,Trip Advisor,9,1.8999999999999997,1.5,,,
1394,IMCKDE,Trip Advisor,10,1.8999999999999997,1.5,,,
1395,IMCKDE,Trip Advisor,2,1.9999999999999996,1.5,,,
1396,IMCKDE,Trip Advisor,3,1.9999999999999996,1.5,,,
1397,IMCKDE,Trip Advisor,4,1.9999999999999996,1.5,,,
1398,IMCKDE,Trip Advisor,5,1.9999999999999996,1.5,,,
1399,IMCKDE,Trip Advisor,6,1.9999999999999996,1.5,,,
1400,IMCKDE,Trip Advisor,7,1.9999999999999996,1.5,,,
1401,IMCKDE,Trip Advisor,8,1.9999999999999996,1.5,,,
1402,IMCKDE,Trip Advisor,9,1.9999999999999996,1.5,,,
1403,IMCKDE,Trip Advisor,10,1.9999999999999996,1.5,,,
1404,IMCKDE,Trip Advisor,2,2.0999999999999996,1.5,,,
1405,IMCKDE,Trip Advisor,3,2.0999999999999996,1.5,,,
1406,IMCKDE,Trip Advisor,4,2.0999999999999996,1.5,,,
1407,IMCKDE,Trip Advisor,5,2.0999999999999996,1.5,,,
1408,IMCKDE,Trip Advisor,6,2.0999999999999996,1.5,,,
1409,IMCKDE,Trip Advisor,7,2.0999999999999996,1.5,,,
1410,IMCKDE,Trip Advisor,8,2.0999999999999996,1.5,,,
1411,IMCKDE,Trip Advisor,9,2.0999999999999996,1.5,,,
1412,IMCKDE,Trip Advisor,10,2.0999999999999996,1.5,,,
1413,IMCKDE,Trip Advisor,2,2.1999999999999997,1.5,,,
1414,IMCKDE,Trip Advisor,3,2.1999999999999997,1.5,,,
1415,IMCKDE,Trip Advisor,4,2.1999999999999997,1.5,,,
1416,IMCKDE,Trip Advisor,5,2.1999999999999997,1.5,,,
1417,IMCKDE,Trip Advisor,6,2.1999999999999997,1.5,,,
1418,IMCKDE,Trip Advisor,7,2.1999999999999997,1.5,,,
1419,IMCKDE,Trip Advisor,8,2.1999999999999997,1.5,,,
1420,IMCKDE,Trip Advisor,9,2.1999999999999997,1.5,,,
1421,IMCKDE,Trip Advisor,10,2.1999999999999997,1.5,,,
1422,IMCKDE,Trip Advisor,2,2.3,1.5,,,
1423,IMCKDE,Trip Advisor,3,2.3,1.5,,,
1424,IMCKDE,Trip Advisor,4,2.3,1.5,,,
1425,IMCKDE,Trip Advisor,5,2.3,1.5,,,
1426,IMCKDE,Trip Advisor,6,2.3,1.5,,,
1427,IMCKDE,Trip Advisor,7,2.3,1.5,,,
1428,IMCKDE,Trip Advisor,8,2.3,1.5,,,
1429,IMCKDE,Trip Advisor,9,2.3,1.5,,,
1430,IMCKDE,Trip Advisor,10,2.3,1.5,,,
1431,IMCKDE,Trip Advisor,2,2.3999999999999995,1.5,,,
1432,IMCKDE,Trip Advisor,3,2.3999999999999995,1.5,,,
1433,IMCKDE,Trip Advisor,4,2.3999999999999995,1.5,,,
1434,IMCKDE,Trip Advisor,5,2.3999999999999995,1.5,,,
1435,IMCKDE,Trip Advisor,6,2.3999999999999995,1.5,,,
1436,IMCKDE,Trip Advisor,7,2.3999999999999995,1.5,,,
1437,IMCKDE,Trip Advisor,8,2.3999999999999995,1.5,,,
1438,IMCKDE,Trip Advisor,9,2.3999999999999995,1.5,,,
1439,IMCKDE,Trip Advisor,10,2.3999999999999995,1.5,,,
1440,IMCKDE,Trip Advisor,2,2.4999999999999996,1.5,,,
1441,IMCKDE,Trip Advisor,3,2.4999999999999996,1.5,,,
1442,IMCKDE,Trip Advisor,4,2.4999999999999996,1.5,,,
1443,IMCKDE,Trip Advisor,5,2.4999999999999996,1.5,,,
1444,IMCKDE,Trip Advisor,6,2.4999999999999996,1.5,,,
1445,IMCKDE,Trip Advisor,7,2.4999999999999996,1.5,,,
1446,IMCKDE,Trip Advisor,8,2.4999999999999996,1.5,,,
1447,IMCKDE,Trip Advisor,9,2.4999999999999996,1.5,,,
1448,IMCKDE,Trip Advisor,10,2.4999999999999996,1.5,,,
1449,IMCKDE,Trip Advisor,2,2.5999999999999996,1.5,,,
1450,IMCKDE,Trip Advisor,3,2.5999999999999996,1.5,,,
1451,IMCKDE,Trip Advisor,4,2.5999999999999996,1.5,,,
1452,IMCKDE,Trip Advisor,5,2.5999999999999996,1.5,,,
1453,IMCKDE,Trip Advisor,6,2.5999999999999996,1.5,,,
1454,IMCKDE,Trip Advisor,7,2.5999999999999996,1.5,,,
1455,IMCKDE,Trip Advisor,8,2.5999999999999996,1.5,,,
1456,IMCKDE,Trip Advisor,9,2.5999999999999996,1.5,,,
1457,IMCKDE,Trip Advisor,10,2.5999999999999996,1.5,,,
1458,IMCKDE,Trip Advisor,2,2.6999999999999993,1.5,,,
1459,IMCKDE,Trip Advisor,3,2.6999999999999993,1.5,,,
1460,IMCKDE,Trip Advisor,4,2.6999999999999993,1.5,,,
1461,IMCKDE,Trip Advisor,5,2.6999999999999993,1.5,,,
1462,IMCKDE,Trip Advisor,6,2.6999999999999993,1.5,,,
1463,IMCKDE,Trip Advisor,7,2.6999999999999993,1.5,,,
1464,IMCKDE,Trip Advisor,8,2.6999999999999993,1.5,,,
1465,IMCKDE,Trip Advisor,9,2.6999999999999993,1.5,,,
1466,IMCKDE,Trip Advisor,10,2.6999999999999993,1.5,,,
1467,IMCKDE,Trip Advisor,2,2.7999999999999994,1.5,,,
1468,IMCKDE,Trip Advisor,3,2.7999999999999994,1.5,,,
1469,IMCKDE,Trip Advisor,4,2.7999999999999994,1.5,,,
1470,IMCKDE,Trip Advisor,5,2.7999999999999994,1.5,,,
1471,IMCKDE,Trip Advisor,6,2.7999999999999994,1.5,,,
1472,IMCKDE,Trip Advisor,7,2.7999999999999994,1.5,,,
1473,IMCKDE,Trip Advisor,8,2.7999999999999994,1.5,,,
1474,IMCKDE,Trip Advisor,9,2.7999999999999994,1.5,,,
1475,IMCKDE,Trip Advisor,10,2.7999999999999994,1.5,,,
1476,IMCKDE,Trip Advisor,2,2.8999999999999995,1.5,,,
1477,IMCKDE,Trip Advisor,3,2.8999999999999995,1.5,,,
1478,IMCKDE,Trip Advisor,4,2.8999999999999995,1.5,,,
1479,IMCKDE,Trip Advisor,5,2.8999999999999995,1.5,,,
1480,IMCKDE,Trip Advisor,6,2.8999999999999995,1.5,,,
1481,IMCKDE,Trip Advisor,7,2.8999999999999995,1.5,,,
1482,IMCKDE,Trip Advisor,8,2.8999999999999995,1.5,,,
1483,IMCKDE,Trip Advisor,9,2.8999999999999995,1.5,,,
1484,IMCKDE,Trip Advisor,10,2.8999999999999995,1.5,,,
1485,IMCKDE,Trip Advisor,2,2.9999999999999996,1.5,,,
1486,IMCKDE,Trip Advisor,3,2.9999999999999996,1.5,,,
1487,IMCKDE,Trip Advisor,4,2.9999999999999996,1.5,,,
1488,IMCKDE,Trip Advisor,5,2.9999999999999996,1.5,,,
1489,IMCKDE,Trip Advisor,6,2.9999999999999996,1.5,,,
1490,IMCKDE,Trip Advisor,7,2.9999999999999996,1.5,,,
1491,IMCKDE,Trip Advisor,8,2.9999999999999996,1.5,,,
1492,IMCKDE,Trip Advisor,9,2.9999999999999996,1.5,,,
1493,IMCKDE,Trip Advisor,10,2.9999999999999996,1.5,,,
1494,IMCKDE,Trip Advisor,2,3.0999999999999996,1.5,,,
1495,IMCKDE,Trip Advisor,3,3.0999999999999996,1.5,,,
1496,IMCKDE,Trip Advisor,4,3.0999999999999996,1.5,,,
1497,IMCKDE,Trip Advisor,5,3.0999999999999996,1.5,,,
1498,IMCKDE,Trip Advisor,6,3.0999999999999996,1.5,,,
1499,IMCKDE,Trip Advisor,7,3.0999999999999996,1.5,,,
1500,IMCKDE,Trip Advisor,8,3.0999999999999996,1.5,,,
1501,IMCKDE,Trip Advisor,9,3.0999999999999996,1.5,,,
1502,IMCKDE,Trip Advisor,10,3.0999999999999996,1.5,,,
1503,IMCKDE,Trip Advisor,2,3.1999999999999993,1.5,,,
1504,IMCKDE,Trip Advisor,3,3.1999999999999993,1.5,,,
1505,IMCKDE,Trip Advisor,4,3.1999999999999993,1.5,,,
1506,IMCKDE,Trip Advisor,5,3.1999999999999993,1.5,,,
1507,IMCKDE,Trip Advisor,6,3.1999999999999993,1.5,,,
1508,IMCKDE,Trip Advisor,7,3.1999999999999993,1.5,,,
1509,IMCKDE,Trip Advisor,8,3.1999999999999993,1.5,,,
1510,IMCKDE,Trip Advisor,9,3.1999999999999993,1.5,,,
1511,IMCKDE,Trip Advisor,10,3.1999999999999993,1.5,,,
1512,IMCKDE,Trip Advisor,2,3.2999999999999994,1.5,,,
1513,IMCKDE,Trip Advisor,3,3.2999999999999994,1.5,,,
1514,IMCKDE,Trip Advisor,4,3.2999999999999994,1.5,,,
1515,IMCKDE,Trip Advisor,5,3.2999999999999994,1.5,,,
1516,IMCKDE,Trip Advisor,6,3.2999999999999994,1.5,,,
1517,IMCKDE,Trip Advisor,7,3.2999999999999994,1.5,,,
1518,IMCKDE,Trip Advisor,8,3.2999999999999994,1.5,,,
1519,IMCKDE,Trip Advisor,9,3.2999999999999994,1.5,,,
1520,IMCKDE,Trip Advisor,10,3.2999999999999994,1.5,,,
1521,IMCKDE,Trip Advisor,2,3.3999999999999995,1.5,,,
1522,IMCKDE,Trip Advisor,3,3.3999999999999995,1.5,,,
1523,IMCKDE,Trip Advisor,4,3.3999999999999995,1.5,,,
1524,IMCKDE,Trip Advisor,5,3.3999999999999995,1.5,,,
1525,IMCKDE,Trip Advisor,6,3.3999999999999995,1.5,,,
1526,IMCKDE,Trip Advisor,7,3.3999999999999995,1.5,,,
1527,IMCKDE,Trip Advisor,8,3.3999999999999995,1.5,,,
1528,IMCKDE,Trip Advisor,9,3.3999999999999995,1.5,,,
1529,IMCKDE,Trip Advisor,10,3.3999999999999995,1.5,,,
1530,IMCKDE,Trip Advisor,2,3.499999999999999,1.5,,,
1531,IMCKDE,Trip Advisor,3,3.499999999999999,1.5,,,
1532,IMCKDE,Trip Advisor,4,3.499999999999999,1.5,,,
1533,IMCKDE,Trip Advisor,5,3.499999999999999,1.5,,,
1534,IMCKDE,Trip Advisor,6,3.499999999999999,1.5,,,
1535,IMCKDE,Trip Advisor,7,3.499999999999999,1.5,,,
1536,IMCKDE,Trip Advisor,8,3.499999999999999,1.5,,,
1537,IMCKDE,Trip Advisor,9,3.499999999999999,1.5,,,
1538,IMCKDE,Trip Advisor,10,3.499999999999999,1.5,,,
1539,IMCKDE,Trip Advisor,2,3.599999999999999,1.5,,,
1540,IMCKDE,Trip Advisor,3,3.599999999999999,1.5,,,
1541,IMCKDE,Trip Advisor,4,3.599999999999999,1.5,,,
1542,IMCKDE,Trip Advisor,5,3.599999999999999,1.5,,,
1543,IMCKDE,Trip Advisor,6,3.599999999999999,1.5,,,
1544,IMCKDE,Trip Advisor,7,3.599999999999999,1.5,,,
1545,IMCKDE,Trip Advisor,8,3.599999999999999,1.5,,,
1546,IMCKDE,Trip Advisor,9,3.599999999999999,1.5,,,
1547,IMCKDE,Trip Advisor,10,3.599999999999999,1.5,,,
1548,IMCKDE,Trip Advisor,2,3.6999999999999993,1.5,,,
1549,IMCKDE,Trip Advisor,3,3.6999999999999993,1.5,,,
