,Algorithm,Dataset,n_cluster,Alpha,Precision,Silhouette,Execution Time
107,Multiclusterkde,Trip Advisor,10,1.5999999999999996,,0.13191272274259142,26.79778742790222
98,Multiclusterkde,Trip Advisor,10,1.4999999999999998,,0.13191272274259142,42.441800117492676
304,Multiclusterkde,Trip Advisor,9,3.7999999999999994,,0.1318064581008917,0.5981283187866211
198,Multiclusterkde,Trip Advisor,2,2.6999999999999993,,0.13168042751016573,3.0706825256347656
189,Multiclusterkde,Trip Advisor,2,2.5999999999999996,,0.13168042751016573,5.750169277191162
180,Multiclusterkde,Trip Advisor,2,2.4999999999999996,,0.13168042751016573,6.236217737197876
171,Multiclusterkde,Trip Advisor,2,2.3999999999999995,,0.13112436474245473,8.723012924194336
162,Multiclusterkde,Trip Advisor,2,2.3,,0.13112436474245473,11.093495845794678
153,Multiclusterkde,Trip Advisor,2,2.1999999999999997,,0.13112436474245473,15.446479320526123
303,Multiclusterkde,Trip Advisor,8,3.7999999999999994,,0.13070175068297055,0.6520397663116455
369,Multiclusterkde,Trip Advisor,2,4.599999999999999,,0.13015480723420034,0.8316643238067627
378,Multiclusterkde,Trip Advisor,2,4.699999999999999,,0.13015480723420034,1.1148099899291992
360,Multiclusterkde,Trip Advisor,2,4.499999999999999,,0.13015480723420034,1.141857385635376
18,Multiclusterkde,Trip Advisor,2,0.7,,0.13015480723420034,3.0899789333343506
0,Multiclusterkde,Trip Advisor,2,0.5,,0.13015480723420034,3.9762654304504395
9,Multiclusterkde,Trip Advisor,2,0.6,,0.13015480723420034,4.134654998779297
45,Multiclusterkde,Trip Advisor,2,0.9999999999999999,,0.13015480723420034,5.421348333358765
36,Multiclusterkde,Trip Advisor,2,0.8999999999999999,,0.13015480723420034,5.749906063079834
54,Multiclusterkde,Trip Advisor,2,1.0999999999999999,,0.13015480723420034,6.577036142349243
81,Multiclusterkde,Trip Advisor,2,1.4,,0.13015480723420034,8.159810543060303
27,Multiclusterkde,Trip Advisor,2,0.7999999999999999,,0.13015480723420034,9.010308027267456
63,Multiclusterkde,Trip Advisor,2,1.1999999999999997,,0.13015480723420034,9.4447603225708
90,Multiclusterkde,Trip Advisor,2,1.4999999999999998,,0.13015480723420034,10.966147899627686
72,Multiclusterkde,Trip Advisor,2,1.2999999999999998,,0.13015480723420034,11.406431674957275
135,Multiclusterkde,Trip Advisor,2,1.9999999999999996,,0.13015480723420034,12.967613458633423
144,Multiclusterkde,Trip Advisor,2,2.0999999999999996,,0.13015480723420034,13.24301290512085
126,Multiclusterkde,Trip Advisor,2,1.8999999999999997,,0.13015480723420034,14.373208999633789
117,Multiclusterkde,Trip Advisor,2,1.7999999999999998,,0.13015480723420034,21.209421396255493
108,Multiclusterkde,Trip Advisor,2,1.6999999999999997,,0.13015480723420034,27.34099555015564
99,Multiclusterkde,Trip Advisor,2,1.5999999999999996,,0.13015480723420034,37.567729473114014
324,Multiclusterkde,Trip Advisor,2,4.1,,0.12920982826352162,0.7641959190368652
279,Multiclusterkde,Trip Advisor,2,3.599999999999999,,0.12920982826352162,1.397036075592041
351,Multiclusterkde,Trip Advisor,2,4.399999999999999,,0.12887751130296216,0.8344709873199463
273,Multiclusterkde,Trip Advisor,5,3.499999999999999,,0.12875776587946655,1.1758768558502197
264,Multiclusterkde,Trip Advisor,5,3.3999999999999995,,0.12829749158927498,2.109623670578003
291,Multiclusterkde,Trip Advisor,5,3.6999999999999993,,0.1282877587936781,0.65883469581604
625,Multiclusterkde,Trip Advisor,6,7.399999999999999,,0.12751193526283086,0.4965338706970215
616,Multiclusterkde,Trip Advisor,6,7.299999999999999,,0.12751193526283086,0.7895469665527344
315,Multiclusterkde,Trip Advisor,2,3.999999999999999,,0.12706478674880103,0.6153252124786377
396,Multiclusterkde,Trip Advisor,2,4.899999999999999,,0.12706478674880103,0.6553139686584473
405,Multiclusterkde,Trip Advisor,2,4.999999999999999,,0.12706478674880103,0.665679931640625
387,Multiclusterkde,Trip Advisor,2,4.799999999999999,,0.12706478674880103,0.7106447219848633
306,Multiclusterkde,Trip Advisor,2,3.8999999999999995,,0.12706478674880103,0.9078247547149658
432,Multiclusterkde,Trip Advisor,2,5.299999999999999,,0.12706173930364087,0.5510003566741943
450,Multiclusterkde,Trip Advisor,2,5.499999999999999,,0.12706173930364087,0.6160578727722168
333,Multiclusterkde,Trip Advisor,2,4.199999999999999,,0.12706173930364087,0.8280856609344482
522,Multiclusterkde,Trip Advisor,2,6.299999999999999,,0.12688577392594494,0.49634814262390137
468,Multiclusterkde,Trip Advisor,2,5.699999999999999,,0.12688577392594494,0.5123987197875977
531,Multiclusterkde,Trip Advisor,2,6.399999999999999,,0.12688577392594494,0.541567325592041
513,Multiclusterkde,Trip Advisor,2,6.199999999999998,,0.12688577392594494,0.5486621856689453
459,Multiclusterkde,Trip Advisor,2,5.599999999999999,,0.12688577392594494,0.7172186374664307
495,Multiclusterkde,Trip Advisor,2,5.999999999999999,,0.12688577392594494,0.7920691967010498
477,Multiclusterkde,Trip Advisor,2,5.799999999999999,,0.12688577392594494,0.8007440567016602
486,Multiclusterkde,Trip Advisor,2,5.899999999999999,,0.12688577392594494,1.0922224521636963
504,Multiclusterkde,Trip Advisor,2,6.099999999999999,,0.12688577392594494,1.3226594924926758
423,Multiclusterkde,Trip Advisor,2,5.199999999999999,,0.12599060480564203,0.7180979251861572
441,Multiclusterkde,Trip Advisor,2,5.399999999999999,,0.12599060480564203,0.8186604976654053
414,Multiclusterkde,Trip Advisor,2,5.099999999999999,,0.12599060480564203,1.0959601402282715
549,Multiclusterkde,Trip Advisor,2,6.599999999999999,,0.12550206820289672,0.5981583595275879
576,Multiclusterkde,Trip Advisor,2,6.899999999999999,,0.12550206820289672,0.7390005588531494
540,Multiclusterkde,Trip Advisor,2,6.499999999999998,,0.12550206820289672,0.791144609451294
603,Multiclusterkde,Trip Advisor,2,7.199999999999998,,0.12550206820289672,0.8401193618774414
558,Multiclusterkde,Trip Advisor,2,6.699999999999998,,0.12550206820289672,0.864004373550415
585,Multiclusterkde,Trip Advisor,2,6.999999999999998,,0.12550206820289672,0.8694634437561035
612,Multiclusterkde,Trip Advisor,2,7.299999999999999,,0.12550206820289672,0.8829448223114014
594,Multiclusterkde,Trip Advisor,2,7.099999999999999,,0.12550206820289672,0.969001054763794
567,Multiclusterkde,Trip Advisor,2,6.799999999999999,,0.12550206820289672,1.1110970973968506
621,Multiclusterkde,Trip Advisor,2,7.399999999999999,,0.1252501201906188,0.44939732551574707
274,Multiclusterkde,Trip Advisor,6,3.499999999999999,,0.1232528569633103,1.3692176342010498
263,Multiclusterkde,Trip Advisor,4,3.3999999999999995,,0.1230067867549303,2.1184985637664795
292,Multiclusterkde,Trip Advisor,6,3.6999999999999993,,0.12295640384056093,0.728513240814209
272,Multiclusterkde,Trip Advisor,4,3.499999999999999,,0.12250428818339676,1.199570894241333
342,Multiclusterkde,Trip Advisor,2,4.299999999999999,,0.12226151339812674,0.47549867630004883
265,Multiclusterkde,Trip Advisor,6,3.3999999999999995,,0.12208220665855703,2.1099464893341064
290,Multiclusterkde,Trip Advisor,4,3.6999999999999993,,0.12189017636231843,0.6991753578186035
209,Multiclusterkde,Trip Advisor,4,2.7999999999999994,,0.12175260000210372,2.7928404808044434
236,Multiclusterkde,Trip Advisor,4,3.0999999999999996,,0.11931911949882854,3.2873728275299072
299,Multiclusterkde,Trip Advisor,4,3.7999999999999994,,0.11846452036100863,0.7742969989776611
627,Multiclusterkde,Trip Advisor,8,7.399999999999999,,0.11832794122439003,0.4373350143432617
618,Multiclusterkde,Trip Advisor,8,7.299999999999999,,0.11832794122439003,0.8301911354064941
275,Multiclusterkde,Trip Advisor,7,3.499999999999999,,0.11790052575491097,1.3463773727416992
626,Multiclusterkde,Trip Advisor,7,7.399999999999999,,0.1178465489718918,0.4564039707183838
617,Multiclusterkde,Trip Advisor,7,7.299999999999999,,0.1178465489718918,0.772834300994873
293,Multiclusterkde,Trip Advisor,7,3.6999999999999993,,0.11752148438300888,0.6880524158477783
227,Multiclusterkde,Trip Advisor,4,2.9999999999999996,,0.1171250586280345,2.6700663566589355
266,Multiclusterkde,Trip Advisor,7,3.3999999999999995,,0.11666724016891669,2.158939838409424
245,Multiclusterkde,Trip Advisor,4,3.1999999999999993,,0.11510058077525073,1.2595903873443604
218,Multiclusterkde,Trip Advisor,4,2.8999999999999995,,0.11423336461962622,1.781625509262085
217,Multiclusterkde,Trip Advisor,3,2.8999999999999995,,0.11158253711150543,2.0765721797943115
254,Multiclusterkde,Trip Advisor,4,3.2999999999999994,,0.11144950057207256,1.774519443511963
200,Multiclusterkde,Trip Advisor,4,2.6999999999999993,,0.1111727321712517,3.110846519470215
191,Multiclusterkde,Trip Advisor,4,2.5999999999999996,,0.1111727321712517,5.300466775894165
182,Multiclusterkde,Trip Advisor,4,2.4999999999999996,,0.1111727321712517,6.8003153800964355
164,Multiclusterkde,Trip Advisor,4,2.3,,0.11045205759407949,7.441233158111572
173,Multiclusterkde,Trip Advisor,4,2.3999999999999995,,0.11045205759407949,8.81563687324524
155,Multiclusterkde,Trip Advisor,4,2.1999999999999997,,0.11045205759407949,15.760314702987671
628,Multiclusterkde,Trip Advisor,9,7.399999999999999,,0.11008937867042691,0.44724607467651367
619,Multiclusterkde,Trip Advisor,9,7.299999999999999,,0.11008937867042691,0.8152503967285156
362,Multiclusterkde,Trip Advisor,4,4.499999999999999,,0.1093803608788652,0.875626802444458
371,Multiclusterkde,Trip Advisor,4,4.599999999999999,,0.1093803608788652,0.900184154510498
380,Multiclusterkde,Trip Advisor,4,4.699999999999999,,0.1093803608788652,1.0500850677490234
2,Multiclusterkde,Trip Advisor,4,0.5,,0.1093803608788652,2.9683895111083984
20,Multiclusterkde,Trip Advisor,4,0.7,,0.1093803608788652,4.41263747215271
11,Multiclusterkde,Trip Advisor,4,0.6,,0.1093803608788652,4.41641092300415
38,Multiclusterkde,Trip Advisor,4,0.8999999999999999,,0.1093803608788652,4.799774646759033
47,Multiclusterkde,Trip Advisor,4,0.9999999999999999,,0.1093803608788652,5.108029365539551
29,Multiclusterkde,Trip Advisor,4,0.7999999999999999,,0.1093803608788652,5.64428186416626
56,Multiclusterkde,Trip Advisor,4,1.0999999999999999,,0.1093803608788652,6.763953447341919
74,Multiclusterkde,Trip Advisor,4,1.2999999999999998,,0.1093803608788652,7.3439085483551025
83,Multiclusterkde,Trip Advisor,4,1.4,,0.1093803608788652,8.601922988891602
65,Multiclusterkde,Trip Advisor,4,1.1999999999999997,,0.1093803608788652,9.074400186538696
92,Multiclusterkde,Trip Advisor,4,1.4999999999999998,,0.1093803608788652,12.071789026260376
137,Multiclusterkde,Trip Advisor,4,1.9999999999999996,,0.1093803608788652,12.630524158477783
146,Multiclusterkde,Trip Advisor,4,2.0999999999999996,,0.1093803608788652,14.21014142036438
128,Multiclusterkde,Trip Advisor,4,1.8999999999999997,,0.1093803608788652,14.963720321655273
119,Multiclusterkde,Trip Advisor,4,1.7999999999999998,,0.1093803608788652,22.49624490737915
110,Multiclusterkde,Trip Advisor,4,1.6999999999999997,,0.1093803608788652,24.512133598327637
101,Multiclusterkde,Trip Advisor,4,1.5999999999999996,,0.1093803608788652,33.030991315841675
199,Multiclusterkde,Trip Advisor,3,2.6999999999999993,,0.10876217824891805,2.807262420654297
181,Multiclusterkde,Trip Advisor,3,2.4999999999999996,,0.10876217824891805,5.300150156021118
190,Multiclusterkde,Trip Advisor,3,2.5999999999999996,,0.10876217824891805,5.3019349575042725
211,Multiclusterkde,Trip Advisor,6,2.7999999999999994,,0.10820533783490001,2.719769239425659
300,Multiclusterkde,Trip Advisor,5,3.7999999999999994,,0.10815030868718085,0.7333731651306152
326,Multiclusterkde,Trip Advisor,4,4.1,,0.10813800927376607,0.7171509265899658
281,Multiclusterkde,Trip Advisor,4,3.599999999999999,,0.10813800927376607,1.3953819274902344
172,Multiclusterkde,Trip Advisor,3,2.3999999999999995,,0.10806060893103045,8.846457958221436
163,Multiclusterkde,Trip Advisor,3,2.3,,0.10806060893103045,10.028443574905396
154,Multiclusterkde,Trip Advisor,3,2.1999999999999997,,0.10806060893103045,18.564392566680908
353,Multiclusterkde,Trip Advisor,4,4.399999999999999,,0.10772357621044713,0.8952641487121582
370,Multiclusterkde,Trip Advisor,3,4.599999999999999,,0.10682725887458493,0.8793787956237793
379,Multiclusterkde,Trip Advisor,3,4.699999999999999,,0.10682725887458493,0.9474523067474365
361,Multiclusterkde,Trip Advisor,3,4.499999999999999,,0.10682725887458493,1.0214364528656006
1,Multiclusterkde,Trip Advisor,3,0.5,,0.10682725887458493,3.360961437225342
19,Multiclusterkde,Trip Advisor,3,0.7,,0.10682725887458493,3.485069513320923
10,Multiclusterkde,Trip Advisor,3,0.6,,0.10682725887458493,3.663647174835205
37,Multiclusterkde,Trip Advisor,3,0.8999999999999999,,0.10682725887458493,5.2360758781433105
46,Multiclusterkde,Trip Advisor,3,0.9999999999999999,,0.10682725887458493,6.510785102844238
55,Multiclusterkde,Trip Advisor,3,1.0999999999999999,,0.10682725887458493,6.874931335449219
82,Multiclusterkde,Trip Advisor,3,1.4,,0.10682725887458493,8.0030198097229
28,Multiclusterkde,Trip Advisor,3,0.7999999999999999,,0.10682725887458493,8.793962001800537
64,Multiclusterkde,Trip Advisor,3,1.1999999999999997,,0.10682725887458493,9.685697555541992
91,Multiclusterkde,Trip Advisor,3,1.4999999999999998,,0.10682725887458493,11.149165868759155
73,Multiclusterkde,Trip Advisor,3,1.2999999999999998,,0.10682725887458493,11.724581718444824
136,Multiclusterkde,Trip Advisor,3,1.9999999999999996,,0.10682725887458493,12.839378118515015
127,Multiclusterkde,Trip Advisor,3,1.8999999999999997,,0.10682725887458493,14.326002597808838
145,Multiclusterkde,Trip Advisor,3,2.0999999999999996,,0.10682725887458493,14.438039541244507
118,Multiclusterkde,Trip Advisor,3,1.7999999999999998,,0.10682725887458493,22.336410999298096
109,Multiclusterkde,Trip Advisor,3,1.6999999999999997,,0.10682725887458493,27.69148874282837
100,Multiclusterkde,Trip Advisor,3,1.5999999999999996,,0.10682725887458493,38.55825114250183
317,Multiclusterkde,Trip Advisor,4,3.999999999999999,,0.10611426960865582,0.5941710472106934
407,Multiclusterkde,Trip Advisor,4,4.999999999999999,,0.10611426960865582,0.5976285934448242
398,Multiclusterkde,Trip Advisor,4,4.899999999999999,,0.10611426960865582,0.6153790950775146
389,Multiclusterkde,Trip Advisor,4,4.799999999999999,,0.10611426960865582,0.7065632343292236
308,Multiclusterkde,Trip Advisor,4,3.8999999999999995,,0.10611426960865582,0.8136336803436279
434,Multiclusterkde,Trip Advisor,4,5.299999999999999,,0.10591529666944581,0.6374161243438721
452,Multiclusterkde,Trip Advisor,4,5.499999999999999,,0.10591529666944581,0.6455173492431641
335,Multiclusterkde,Trip Advisor,4,4.199999999999999,,0.10591529666944581,0.8116939067840576
325,Multiclusterkde,Trip Advisor,3,4.1,,0.1055983109669187,0.7959444522857666
280,Multiclusterkde,Trip Advisor,3,3.599999999999999,,0.1055983109669187,1.3897850513458252
470,Multiclusterkde,Trip Advisor,4,5.699999999999999,,0.10539513036012058,0.49444007873535156
533,Multiclusterkde,Trip Advisor,4,6.399999999999999,,0.10539513036012058,0.5018758773803711
524,Multiclusterkde,Trip Advisor,4,6.299999999999999,,0.10539513036012058,0.5109899044036865
515,Multiclusterkde,Trip Advisor,4,6.199999999999998,,0.10539513036012058,0.6111533641815186
479,Multiclusterkde,Trip Advisor,4,5.799999999999999,,0.10539513036012058,0.7311592102050781
497,Multiclusterkde,Trip Advisor,4,5.999999999999999,,0.10539513036012058,0.7953047752380371
461,Multiclusterkde,Trip Advisor,4,5.599999999999999,,0.10539513036012058,0.8041572570800781
488,Multiclusterkde,Trip Advisor,4,5.899999999999999,,0.10539513036012058,0.9042017459869385
506,Multiclusterkde,Trip Advisor,4,6.099999999999999,,0.10539513036012058,1.3715505599975586
352,Multiclusterkde,Trip Advisor,3,4.399999999999999,,0.1051712276826142,1.1388702392578125
237,Multiclusterkde,Trip Advisor,5,3.0999999999999996,,0.10478734365888061,3.4325242042541504
425,Multiclusterkde,Trip Advisor,4,5.199999999999999,,0.10438045995859392,0.6511988639831543
416,Multiclusterkde,Trip Advisor,4,5.099999999999999,,0.10438045995859392,0.7590506076812744
443,Multiclusterkde,Trip Advisor,4,5.399999999999999,,0.10438045995859392,0.8284375667572021
238,Multiclusterkde,Trip Advisor,6,3.0999999999999996,,0.10424655670990815,6.050224542617798
551,Multiclusterkde,Trip Advisor,4,6.599999999999999,,0.10374840697544865,0.5897119045257568
542,Multiclusterkde,Trip Advisor,4,6.499999999999998,,0.10374840697544865,0.728219747543335
578,Multiclusterkde,Trip Advisor,4,6.899999999999999,,0.10374840697544865,0.7349593639373779
587,Multiclusterkde,Trip Advisor,4,6.999999999999998,,0.10374840697544865,0.7492990493774414
605,Multiclusterkde,Trip Advisor,4,7.199999999999998,,0.10374840697544865,0.7713189125061035
560,Multiclusterkde,Trip Advisor,4,6.699999999999998,,0.10374840697544865,0.7724792957305908
614,Multiclusterkde,Trip Advisor,4,7.299999999999999,,0.10374840697544865,0.7879738807678223
596,Multiclusterkde,Trip Advisor,4,7.099999999999999,,0.10374840697544865,0.9578704833984375
569,Multiclusterkde,Trip Advisor,4,6.799999999999999,,0.10374840697544865,1.2735159397125244
397,Multiclusterkde,Trip Advisor,3,4.899999999999999,,0.10340763333754323,0.5648865699768066
406,Multiclusterkde,Trip Advisor,3,4.999999999999999,,0.10340763333754323,0.6067683696746826
316,Multiclusterkde,Trip Advisor,3,3.999999999999999,,0.10340763333754323,0.6300027370452881
388,Multiclusterkde,Trip Advisor,3,4.799999999999999,,0.10340763333754323,0.6542677879333496
307,Multiclusterkde,Trip Advisor,3,3.8999999999999995,,0.10340763333754323,0.8468482494354248
623,Multiclusterkde,Trip Advisor,4,7.399999999999999,,0.10331481716521727,0.4582507610321045
433,Multiclusterkde,Trip Advisor,3,5.299999999999999,,0.10321692464301237,0.5400526523590088
451,Multiclusterkde,Trip Advisor,3,5.499999999999999,,0.10321692464301237,0.5863323211669922
334,Multiclusterkde,Trip Advisor,3,4.199999999999999,,0.10321692464301237,0.7918577194213867
469,Multiclusterkde,Trip Advisor,3,5.699999999999999,,0.102666828784559,0.4750709533691406
532,Multiclusterkde,Trip Advisor,3,6.399999999999999,,0.102666828784559,0.4814934730529785
514,Multiclusterkde,Trip Advisor,3,6.199999999999998,,0.102666828784559,0.5051720142364502
523,Multiclusterkde,Trip Advisor,3,6.299999999999999,,0.102666828784559,0.5360832214355469
478,Multiclusterkde,Trip Advisor,3,5.799999999999999,,0.102666828784559,0.7518401145935059
460,Multiclusterkde,Trip Advisor,3,5.599999999999999,,0.102666828784559,0.8285236358642578
496,Multiclusterkde,Trip Advisor,3,5.999999999999999,,0.102666828784559,0.8438448905944824
487,Multiclusterkde,Trip Advisor,3,5.899999999999999,,0.102666828784559,1.0407381057739258
505,Multiclusterkde,Trip Advisor,3,6.099999999999999,,0.102666828784559,1.2700870037078857
424,Multiclusterkde,Trip Advisor,3,5.199999999999999,,0.10164013508526332,0.8210852146148682
415,Multiclusterkde,Trip Advisor,3,5.099999999999999,,0.10164013508526332,0.8526332378387451
442,Multiclusterkde,Trip Advisor,3,5.399999999999999,,0.10164013508526332,0.9370663166046143
550,Multiclusterkde,Trip Advisor,3,6.599999999999999,,0.10102263523977237,0.6523339748382568
559,Multiclusterkde,Trip Advisor,3,6.699999999999998,,0.10102263523977237,0.715139627456665
541,Multiclusterkde,Trip Advisor,3,6.499999999999998,,0.10102263523977237,0.7309756278991699
613,Multiclusterkde,Trip Advisor,3,7.299999999999999,,0.10102263523977237,0.7611026763916016
577,Multiclusterkde,Trip Advisor,3,6.899999999999999,,0.10102263523977237,0.7684926986694336
604,Multiclusterkde,Trip Advisor,3,7.199999999999998,,0.10102263523977237,0.7902514934539795
586,Multiclusterkde,Trip Advisor,3,6.999999999999998,,0.10102263523977237,0.8086609840393066
595,Multiclusterkde,Trip Advisor,3,7.099999999999999,,0.10102263523977237,1.0081346035003662
568,Multiclusterkde,Trip Advisor,3,6.799999999999999,,0.10102263523977237,1.2381775379180908
220,Multiclusterkde,Trip Advisor,6,2.8999999999999995,,0.10059285901717664,2.091892957687378
622,Multiclusterkde,Trip Advisor,3,7.399999999999999,,0.10058397075263677,0.4320952892303467
228,Multiclusterkde,Trip Advisor,5,2.9999999999999996,,0.10029505694145796,2.836266279220581
246,Multiclusterkde,Trip Advisor,5,3.1999999999999993,,0.10005952444547651,1.0752661228179932
210,Multiclusterkde,Trip Advisor,5,2.7999999999999994,,0.09932302496520057,2.747375726699829
344,Multiclusterkde,Trip Advisor,4,4.299999999999999,,0.0991042484277215,0.3271472454071045
255,Multiclusterkde,Trip Advisor,5,3.2999999999999994,,0.09880420937147931,1.8665661811828613
202,Multiclusterkde,Trip Advisor,6,2.6999999999999993,,0.09838359902427186,5.888421058654785
607,Multiclusterkde,Trip Advisor,6,7.199999999999998,,0.09777738235996485,0.7699341773986816
256,Multiclusterkde,Trip Advisor,6,3.2999999999999994,,0.09761423092220463,1.9764444828033447
219,Multiclusterkde,Trip Advisor,5,2.8999999999999995,,0.09749617225222815,2.0986292362213135
201,Multiclusterkde,Trip Advisor,5,2.6999999999999993,,0.0972930319803136,3.6274595260620117
192,Multiclusterkde,Trip Advisor,5,2.5999999999999996,,0.0972930319803136,6.40025782585144
193,Multiclusterkde,Trip Advisor,6,2.5999999999999996,,0.09715913340395367,6.386321067810059
184,Multiclusterkde,Trip Advisor,6,2.4999999999999996,,0.09698805742619081,4.640494108200073
166,Multiclusterkde,Trip Advisor,6,2.3,,0.096796225839068,7.653856515884399
157,Multiclusterkde,Trip Advisor,6,2.1999999999999997,,0.096796225839068,14.334298610687256
175,Multiclusterkde,Trip Advisor,6,2.3999999999999995,,0.096796225839068,15.708432912826538
382,Multiclusterkde,Trip Advisor,6,4.699999999999999,,0.09656686004607164,0.7099483013153076
373,Multiclusterkde,Trip Advisor,6,4.599999999999999,,0.09656686004607164,0.9220514297485352
364,Multiclusterkde,Trip Advisor,6,4.499999999999999,,0.09656686004607164,0.9649572372436523
343,Multiclusterkde,Trip Advisor,3,4.299999999999999,,0.09646006803687548,0.36959362030029297
4,Multiclusterkde,Trip Advisor,6,0.5,,0.09627740313876745,3.364854574203491
13,Multiclusterkde,Trip Advisor,6,0.6,,0.09627740313876745,3.6871302127838135
40,Multiclusterkde,Trip Advisor,6,0.8999999999999999,,0.09627740313876745,4.1599040031433105
31,Multiclusterkde,Trip Advisor,6,0.7999999999999999,,0.09627740313876745,4.880376577377319
49,Multiclusterkde,Trip Advisor,6,0.9999999999999999,,0.09627740313876745,5.199493646621704
22,Multiclusterkde,Trip Advisor,6,0.7,,0.09627740313876745,6.804969072341919
76,Multiclusterkde,Trip Advisor,6,1.2999999999999998,,0.09627740313876745,7.430575609207153
85,Multiclusterkde,Trip Advisor,6,1.4,,0.09627740313876745,9.109649896621704
94,Multiclusterkde,Trip Advisor,6,1.4999999999999998,,0.09627740313876745,11.735366106033325
67,Multiclusterkde,Trip Advisor,6,1.1999999999999997,,0.09627740313876745,12.260294198989868
139,Multiclusterkde,Trip Advisor,6,1.9999999999999996,,0.09627740313876745,13.105315446853638
148,Multiclusterkde,Trip Advisor,6,2.0999999999999996,,0.09627740313876745,14.704708814620972
58,Multiclusterkde,Trip Advisor,6,1.0999999999999999,,0.09627740313876745,14.886575698852539
130,Multiclusterkde,Trip Advisor,6,1.8999999999999997,,0.09627740313876745,14.962324857711792
112,Multiclusterkde,Trip Advisor,6,1.6999999999999997,,0.09627740313876745,20.240448474884033
121,Multiclusterkde,Trip Advisor,6,1.7999999999999998,,0.09627740313876745,20.76865029335022
103,Multiclusterkde,Trip Advisor,6,1.5999999999999996,,0.09627740313876745,32.625797271728516
165,Multiclusterkde,Trip Advisor,5,2.3,,0.096136793817482,7.754568815231323
156,Multiclusterkde,Trip Advisor,5,2.1999999999999997,,0.096136793817482,14.051441192626953
174,Multiclusterkde,Trip Advisor,5,2.3999999999999995,,0.096136793817482,18.995973825454712
183,Multiclusterkde,Trip Advisor,5,2.4999999999999996,,0.09600531401115996,4.910359621047974
328,Multiclusterkde,Trip Advisor,6,4.1,,0.09539907976467196,0.7736263275146484
283,Multiclusterkde,Trip Advisor,6,3.599999999999999,,0.09539513635698087,1.5583741664886475
598,Multiclusterkde,Trip Advisor,6,7.099999999999999,,0.09529432606929988,0.8318102359771729
372,Multiclusterkde,Trip Advisor,5,4.599999999999999,,0.09514105421094733,0.7830526828765869
381,Multiclusterkde,Trip Advisor,5,4.699999999999999,,0.09514105421094733,0.878450870513916
363,Multiclusterkde,Trip Advisor,5,4.499999999999999,,0.09514105421094733,0.997291088104248
3,Multiclusterkde,Trip Advisor,5,0.5,,0.09514105421094733,3.2249410152435303
39,Multiclusterkde,Trip Advisor,5,0.8999999999999999,,0.09514105421094733,3.988361120223999
12,Multiclusterkde,Trip Advisor,5,0.6,,0.09514105421094733,4.738670110702515
48,Multiclusterkde,Trip Advisor,5,0.9999999999999999,,0.09514105421094733,5.046711444854736
30,Multiclusterkde,Trip Advisor,5,0.7999999999999999,,0.09514105421094733,5.281877517700195
57,Multiclusterkde,Trip Advisor,5,1.0999999999999999,,0.09514105421094733,6.505656719207764
21,Multiclusterkde,Trip Advisor,5,0.7,,0.09514105421094733,6.51689076423645
75,Multiclusterkde,Trip Advisor,5,1.2999999999999998,,0.09514105421094733,6.935455560684204
84,Multiclusterkde,Trip Advisor,5,1.4,,0.09514105421094733,7.81301212310791
93,Multiclusterkde,Trip Advisor,5,1.4999999999999998,,0.09514105421094733,11.119606733322144
66,Multiclusterkde,Trip Advisor,5,1.1999999999999997,,0.09514105421094733,11.385398626327515
138,Multiclusterkde,Trip Advisor,5,1.9999999999999996,,0.09514105421094733,13.319525480270386
147,Multiclusterkde,Trip Advisor,5,2.0999999999999996,,0.09514105421094733,14.23572301864624
129,Multiclusterkde,Trip Advisor,5,1.8999999999999997,,0.09514105421094733,15.165695667266846
120,Multiclusterkde,Trip Advisor,5,1.7999999999999998,,0.09514105421094733,21.76376724243164
111,Multiclusterkde,Trip Advisor,5,1.6999999999999997,,0.09514105421094733,24.479296445846558
102,Multiclusterkde,Trip Advisor,5,1.5999999999999996,,0.09514105421094733,27.93027353286743
355,Multiclusterkde,Trip Advisor,6,4.399999999999999,,0.09497543383539463,1.0005309581756592
589,Multiclusterkde,Trip Advisor,6,6.999999999999998,,0.09455471467678933,0.7662677764892578
526,Multiclusterkde,Trip Advisor,6,6.299999999999999,,0.09405379223351557,0.5493276119232178
535,Multiclusterkde,Trip Advisor,6,6.399999999999999,,0.09405379223351557,0.5631895065307617
517,Multiclusterkde,Trip Advisor,6,6.199999999999998,,0.09405379223351557,0.6722331047058105
580,Multiclusterkde,Trip Advisor,6,6.899999999999999,,0.09392385311932441,0.7492518424987793
327,Multiclusterkde,Trip Advisor,5,4.1,,0.09391339265749044,0.6598660945892334
282,Multiclusterkde,Trip Advisor,5,3.599999999999999,,0.09391339265749044,1.5308301448822021
400,Multiclusterkde,Trip Advisor,6,4.899999999999999,,0.09375881938275805,0.591010570526123
391,Multiclusterkde,Trip Advisor,6,4.799999999999999,,0.09375881938275805,0.6484832763671875
409,Multiclusterkde,Trip Advisor,6,4.999999999999999,,0.09375881938275805,0.6848719120025635
571,Multiclusterkde,Trip Advisor,6,6.799999999999999,,0.09356019533711214,1.0927119255065918
354,Multiclusterkde,Trip Advisor,5,4.399999999999999,,0.0935107900948848,1.1689481735229492
319,Multiclusterkde,Trip Advisor,6,3.999999999999999,,0.09337829595326488,0.6497969627380371
